run: 345 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:42:28 2021 | q: 0/31 | q_time: 0.001542s | E: 1 | q_time/E: 0.001542s | shuffle time: 0.000000s
Sun Feb  7 14:42:28 2021 | q: 1/31 | q_time: 0.001446s | E: 1 | q_time/E: 0.001446s | shuffle time: 0.000042s
Sun Feb  7 14:42:28 2021 | q: 2/31 | q_time: 0.002563s | E: 2 | q_time/E: 0.001281s | shuffle time: 0.000026s
Sun Feb  7 14:42:28 2021 | q: 3/31 | q_time: 0.004035s | E: 3 | q_time/E: 0.001345s | shuffle time: 0.000026s
Sun Feb  7 14:42:28 2021 | q: 4/31 | q_time: 0.005622s | E: 5 | q_time/E: 0.001124s | shuffle time: 0.000027s
Sun Feb  7 14:42:28 2021 | q: 5/31 | q_time: 0.005265s | E: 6 | q_time/E: 0.000877s | shuffle time: 0.000027s
Sun Feb  7 14:42:28 2021 | q: 6/31 | q_time: 0.007206s | E: 8 | q_time/E: 0.000901s | shuffle time: 0.000027s
Sun Feb  7 14:42:28 2021 | q: 7/31 | q_time: 0.009007s | E: 9 | q_time/E: 0.001001s | shuffle time: 0.000027s
Sun Feb  7 14:42:28 2021 | q: 8/31 | q_time: 0.013982s | E: 11 | q_time/E: 0.001271s | shuffle time: 0.000028s
Sun Feb  7 14:42:28 2021 | q: 9/31 | q_time: 0.017519s | E: 13 | q_time/E: 0.001348s | shuffle time: 0.000028s
Sun Feb  7 14:42:28 2021 | q: 10/31 | q_time: 0.012704s | E: 14 | q_time/E: 0.000907s | shuffle time: 0.000028s
Sun Feb  7 14:42:28 2021 | q: 11/31 | q_time: 0.019482s | E: 16 | q_time/E: 0.001218s | shuffle time: 0.000030s
Sun Feb  7 14:42:28 2021 | q: 12/31 | q_time: 0.031325s | E: 18 | q_time/E: 0.001740s | shuffle time: 0.000030s
Sun Feb  7 14:42:28 2021 | q: 13/31 | q_time: 0.024121s | E: 19 | q_time/E: 0.001270s | shuffle time: 0.000028s
Sun Feb  7 14:42:28 2021 | q: 14/31 | q_time: 0.020459s | E: 21 | q_time/E: 0.000974s | shuffle time: 0.000029s
Sun Feb  7 14:42:28 2021 | q: 15/31 | q_time: 0.036867s | E: 23 | q_time/E: 0.001603s | shuffle time: 0.000031s
Sun Feb  7 14:42:28 2021 | q: 16/31 | q_time: 0.056152s | E: 25 | q_time/E: 0.002246s | shuffle time: 0.000028s
Sun Feb  7 14:42:28 2021 | q: 17/31 | q_time: 0.030910s | E: 26 | q_time/E: 0.001189s | shuffle time: 0.000028s
Sun Feb  7 14:42:28 2021 | q: 18/31 | q_time: 0.023246s | E: 28 | q_time/E: 0.000830s | shuffle time: 0.000028s
Sun Feb  7 14:42:28 2021 | q: 19/31 | q_time: 0.026081s | E: 30 | q_time/E: 0.000869s | shuffle time: 0.000030s
Sun Feb  7 14:42:28 2021 | q: 20/31 | q_time: 0.030608s | E: 32 | q_time/E: 0.000956s | shuffle time: 0.000029s
Sun Feb  7 14:42:28 2021 | q: 21/31 | q_time: 0.068452s | E: 34 | q_time/E: 0.002013s | shuffle time: 0.000042s
Sun Feb  7 14:42:28 2021 | q: 22/31 | q_time: 0.033535s | E: 36 | q_time/E: 0.000932s | shuffle time: 0.000029s
Sun Feb  7 14:42:28 2021 | q: 23/31 | q_time: 0.060897s | E: 38 | q_time/E: 0.001603s | shuffle time: 0.000029s
Sun Feb  7 14:42:28 2021 | q: 24/31 | q_time: 0.156067s | E: 40 | q_time/E: 0.003902s | shuffle time: 0.000029s
Sun Feb  7 14:42:28 2021 | q: 25/31 | q_time: 0.071851s | E: 42 | q_time/E: 0.001711s | shuffle time: 0.000029s
Sun Feb  7 14:42:28 2021 | q: 26/31 | q_time: 0.064343s | E: 44 | q_time/E: 0.001462s | shuffle time: 0.000029s
Sun Feb  7 14:42:28 2021 | q: 27/31 | q_time: 0.051231s | E: 46 | q_time/E: 0.001114s | shuffle time: 0.000029s
Sun Feb  7 14:42:28 2021 | q: 28/31 | q_time: 0.051570s | E: 48 | q_time/E: 0.001074s | shuffle time: 0.000028s
Sun Feb  7 14:42:29 2021 | q: 29/31 | q_time: 0.049287s | E: 50 | q_time/E: 0.000986s | shuffle time: 0.000028s
Sun Feb  7 14:42:29 2021 | q: 30/31 | q_time: 0.052648s | E: 52 | q_time/E: 0.001012s | shuffle time: 0.000028s
Sun Feb  7 14:42:29 2021 | q: 31/31 | q_time: 0.070453s | E: 53 | q_time/E: 0.001329s | shuffle time: 0.000028s
