run: 429 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:46:10 2021 | q: 0/31 | q_time: 0.001504s | E: 1 | q_time/E: 0.001504s | shuffle time: 0.000000s
Sun Feb  7 14:46:10 2021 | q: 1/31 | q_time: 0.001627s | E: 1 | q_time/E: 0.001627s | shuffle time: 0.000084s
Sun Feb  7 14:46:10 2021 | q: 2/31 | q_time: 0.002542s | E: 2 | q_time/E: 0.001271s | shuffle time: 0.000088s
Sun Feb  7 14:46:10 2021 | q: 3/31 | q_time: 0.003442s | E: 3 | q_time/E: 0.001147s | shuffle time: 0.000038s
Sun Feb  7 14:46:10 2021 | q: 4/31 | q_time: 0.004112s | E: 5 | q_time/E: 0.000822s | shuffle time: 0.000039s
Sun Feb  7 14:46:10 2021 | q: 5/31 | q_time: 0.005320s | E: 6 | q_time/E: 0.000887s | shuffle time: 0.000039s
Sun Feb  7 14:46:10 2021 | q: 6/31 | q_time: 0.007786s | E: 8 | q_time/E: 0.000973s | shuffle time: 0.000040s
Sun Feb  7 14:46:10 2021 | q: 7/31 | q_time: 0.007254s | E: 9 | q_time/E: 0.000806s | shuffle time: 0.000040s
Sun Feb  7 14:46:10 2021 | q: 8/31 | q_time: 0.009198s | E: 11 | q_time/E: 0.000836s | shuffle time: 0.000040s
Sun Feb  7 14:46:10 2021 | q: 9/31 | q_time: 0.017001s | E: 13 | q_time/E: 0.001308s | shuffle time: 0.000041s
Sun Feb  7 14:46:10 2021 | q: 10/31 | q_time: 0.016672s | E: 14 | q_time/E: 0.001191s | shuffle time: 0.000084s
Sun Feb  7 14:46:10 2021 | q: 11/31 | q_time: 0.015237s | E: 16 | q_time/E: 0.000952s | shuffle time: 0.000031s
Sun Feb  7 14:46:10 2021 | q: 12/31 | q_time: 0.021155s | E: 18 | q_time/E: 0.001175s | shuffle time: 0.000031s
Sun Feb  7 14:46:10 2021 | q: 13/31 | q_time: 0.014301s | E: 19 | q_time/E: 0.000753s | shuffle time: 0.000029s
Sun Feb  7 14:46:10 2021 | q: 14/31 | q_time: 0.018488s | E: 21 | q_time/E: 0.000880s | shuffle time: 0.000029s
Sun Feb  7 14:46:10 2021 | q: 15/31 | q_time: 0.028608s | E: 23 | q_time/E: 0.001244s | shuffle time: 0.000030s
Sun Feb  7 14:46:10 2021 | q: 16/31 | q_time: 0.061779s | E: 25 | q_time/E: 0.002471s | shuffle time: 0.000027s
Sun Feb  7 14:46:10 2021 | q: 17/31 | q_time: 0.019285s | E: 26 | q_time/E: 0.000742s | shuffle time: 0.000028s
Sun Feb  7 14:46:10 2021 | q: 18/31 | q_time: 0.033108s | E: 28 | q_time/E: 0.001182s | shuffle time: 0.000028s
Sun Feb  7 14:46:11 2021 | q: 19/31 | q_time: 0.039790s | E: 30 | q_time/E: 0.001326s | shuffle time: 0.000028s
Sun Feb  7 14:46:11 2021 | q: 20/31 | q_time: 0.065446s | E: 32 | q_time/E: 0.002045s | shuffle time: 0.000028s
Sun Feb  7 14:46:11 2021 | q: 21/31 | q_time: 0.044560s | E: 34 | q_time/E: 0.001311s | shuffle time: 0.000028s
Sun Feb  7 14:46:11 2021 | q: 22/31 | q_time: 0.034851s | E: 36 | q_time/E: 0.000968s | shuffle time: 0.000028s
Sun Feb  7 14:46:11 2021 | q: 23/31 | q_time: 0.080201s | E: 38 | q_time/E: 0.002111s | shuffle time: 0.000028s
Sun Feb  7 14:46:11 2021 | q: 24/31 | q_time: 0.099056s | E: 40 | q_time/E: 0.002476s | shuffle time: 0.000028s
Sun Feb  7 14:46:11 2021 | q: 25/31 | q_time: 0.048577s | E: 42 | q_time/E: 0.001157s | shuffle time: 0.000028s
Sun Feb  7 14:46:11 2021 | q: 26/31 | q_time: 0.034274s | E: 44 | q_time/E: 0.000779s | shuffle time: 0.000028s
Sun Feb  7 14:46:11 2021 | q: 27/31 | q_time: 0.044729s | E: 46 | q_time/E: 0.000972s | shuffle time: 0.000030s
Sun Feb  7 14:46:11 2021 | q: 28/31 | q_time: 0.047097s | E: 48 | q_time/E: 0.000981s | shuffle time: 0.000028s
Sun Feb  7 14:46:11 2021 | q: 29/31 | q_time: 0.048474s | E: 50 | q_time/E: 0.000969s | shuffle time: 0.000029s
Sun Feb  7 14:46:11 2021 | q: 30/31 | q_time: 0.049236s | E: 52 | q_time/E: 0.000947s | shuffle time: 0.000028s
Sun Feb  7 14:46:11 2021 | q: 31/31 | q_time: 0.049455s | E: 53 | q_time/E: 0.000933s | shuffle time: 0.000031s
