run: 426 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:46:02 2021 | q: 0/31 | q_time: 0.001541s | E: 1 | q_time/E: 0.001541s | shuffle time: 0.000000s
Sun Feb  7 14:46:02 2021 | q: 1/31 | q_time: 0.001632s | E: 1 | q_time/E: 0.001632s | shuffle time: 0.000059s
Sun Feb  7 14:46:02 2021 | q: 2/31 | q_time: 0.002682s | E: 2 | q_time/E: 0.001341s | shuffle time: 0.000064s
Sun Feb  7 14:46:02 2021 | q: 3/31 | q_time: 0.003242s | E: 3 | q_time/E: 0.001081s | shuffle time: 0.000063s
Sun Feb  7 14:46:02 2021 | q: 4/31 | q_time: 0.005794s | E: 5 | q_time/E: 0.001159s | shuffle time: 0.000066s
Sun Feb  7 14:46:02 2021 | q: 5/31 | q_time: 0.004870s | E: 6 | q_time/E: 0.000812s | shuffle time: 0.000026s
Sun Feb  7 14:46:02 2021 | q: 6/31 | q_time: 0.006344s | E: 8 | q_time/E: 0.000793s | shuffle time: 0.000027s
Sun Feb  7 14:46:02 2021 | q: 7/31 | q_time: 0.007626s | E: 9 | q_time/E: 0.000847s | shuffle time: 0.000026s
Sun Feb  7 14:46:02 2021 | q: 8/31 | q_time: 0.009754s | E: 11 | q_time/E: 0.000887s | shuffle time: 0.000027s
Sun Feb  7 14:46:02 2021 | q: 9/31 | q_time: 0.015230s | E: 13 | q_time/E: 0.001172s | shuffle time: 0.000027s
Sun Feb  7 14:46:02 2021 | q: 10/31 | q_time: 0.012639s | E: 14 | q_time/E: 0.000903s | shuffle time: 0.000027s
Sun Feb  7 14:46:02 2021 | q: 11/31 | q_time: 0.019300s | E: 16 | q_time/E: 0.001206s | shuffle time: 0.000027s
Sun Feb  7 14:46:03 2021 | q: 12/31 | q_time: 0.018327s | E: 18 | q_time/E: 0.001018s | shuffle time: 0.000027s
Sun Feb  7 14:46:03 2021 | q: 13/31 | q_time: 0.017512s | E: 19 | q_time/E: 0.000922s | shuffle time: 0.000028s
Sun Feb  7 14:46:03 2021 | q: 14/31 | q_time: 0.025602s | E: 21 | q_time/E: 0.001219s | shuffle time: 0.000027s
Sun Feb  7 14:46:03 2021 | q: 15/31 | q_time: 0.021804s | E: 23 | q_time/E: 0.000948s | shuffle time: 0.000027s
Sun Feb  7 14:46:03 2021 | q: 16/31 | q_time: 0.041534s | E: 25 | q_time/E: 0.001661s | shuffle time: 0.000028s
Sun Feb  7 14:46:03 2021 | q: 17/31 | q_time: 0.024721s | E: 26 | q_time/E: 0.000951s | shuffle time: 0.000027s
Sun Feb  7 14:46:03 2021 | q: 18/31 | q_time: 0.032861s | E: 28 | q_time/E: 0.001174s | shuffle time: 0.000028s
Sun Feb  7 14:46:03 2021 | q: 19/31 | q_time: 0.028210s | E: 30 | q_time/E: 0.000940s | shuffle time: 0.000028s
Sun Feb  7 14:46:03 2021 | q: 20/31 | q_time: 0.049502s | E: 32 | q_time/E: 0.001547s | shuffle time: 0.000028s
Sun Feb  7 14:46:03 2021 | q: 21/31 | q_time: 0.037169s | E: 34 | q_time/E: 0.001093s | shuffle time: 0.000028s
Sun Feb  7 14:46:03 2021 | q: 22/31 | q_time: 0.042603s | E: 36 | q_time/E: 0.001183s | shuffle time: 0.000029s
Sun Feb  7 14:46:03 2021 | q: 23/31 | q_time: 0.088066s | E: 38 | q_time/E: 0.002318s | shuffle time: 0.000028s
Sun Feb  7 14:46:03 2021 | q: 24/31 | q_time: 0.067343s | E: 40 | q_time/E: 0.001684s | shuffle time: 0.000028s
Sun Feb  7 14:46:03 2021 | q: 25/31 | q_time: 0.048474s | E: 42 | q_time/E: 0.001154s | shuffle time: 0.000029s
Sun Feb  7 14:46:03 2021 | q: 26/31 | q_time: 0.067751s | E: 44 | q_time/E: 0.001540s | shuffle time: 0.000028s
Sun Feb  7 14:46:03 2021 | q: 27/31 | q_time: 0.052116s | E: 46 | q_time/E: 0.001133s | shuffle time: 0.000028s
Sun Feb  7 14:46:03 2021 | q: 28/31 | q_time: 0.068405s | E: 48 | q_time/E: 0.001425s | shuffle time: 0.000027s
Sun Feb  7 14:46:03 2021 | q: 29/31 | q_time: 0.052829s | E: 50 | q_time/E: 0.001057s | shuffle time: 0.000027s
Sun Feb  7 14:46:03 2021 | q: 30/31 | q_time: 0.059151s | E: 52 | q_time/E: 0.001138s | shuffle time: 0.000028s
Sun Feb  7 14:46:03 2021 | q: 31/31 | q_time: 0.067121s | E: 53 | q_time/E: 0.001266s | shuffle time: 0.000027s
