f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 0.005360 10000 1978 2000.000000
1+1E-0.187942 1+1E-6 0.005458 10000 1980 2000.000000
1+1E-0.546643 1+1E-6 0.005719 10000 1977 2000.000000
1+1E-0.875664 1+1E-6 0.005846 10000 1962 2000.000000
1+1E-1.190478 1+1E-6 0.005875 10000 1923 2000.000000
1+1E-1.498346 1+1E-6 0.005867 10000 1940 2000.000000
1+1E-1.802783 1+1E-6 0.005820 10000 1886 2000.000000
1+1E-2.105512 1+1E-6 0.005784 10000 1912 2000.000000
1+1E-2.407391 1+1E-6 0.005774 10000 1801 2000.000000
1+1E-2.708846 1+1E-6 0.005751 10000 1842 2000.000000
1+1E-3.010088 1+1E-6 0.011558 20000 3690 4000.000000
1+1E-3.311224 1+1E-6 0.011501 20000 3629 4000.000000
1+1E-3.612307 1+1E-6 0.017234 30000 5480 6000.000000
1+1E-3.913363 1+1E-6 0.011498 20000 3685 4000.000000
1+1E-4.214407 1+1E-6 0.017240 30000 5511 6000.000000
1+1E-4.515443 1+1E-6 0.034440 60000 11020 12000.000000
1+1E-4.816477 1+1E-6 0.028781 50000 9250 10000.000000
1+1E-5.117508 1+1E-6 0.017319 30000 5605 6000.000000
1+1E-5.418539 1+1E-6 0.017312 30000 5607 6000.000000
1+1E-5.719570 1+1E-6 0.017282 30000 5524 6000.000000
0.241546
