q q_max q_time hits q_time/hits 
1 31 0.064082 1 0.064082
2 31 0.111365 2 0.055682
3 31 0.171023 3 0.057008
4 31 0.290560 5 0.058112
5 31 0.362956 6 0.060493
6 31 0.520979 8 0.065122
7 31 0.569472 9 0.063275
8 31 0.697353 11 0.063396
9 31 0.828626 13 0.063740
10 31 0.925366 14 0.066098
11 31 1.049080 16 0.065568
12 31 1.239991 18 0.068888
13 31 1.280101 19 0.067374
14 31 1.424325 21 0.067825
15 31 1.610055 23 0.070002
16 31 1.696727 25 0.067869
17 31 1.906428 26 0.073324
18 31 2.118397 28 0.075657
19 31 2.376992 30 0.079233
20 31 2.168604 32 0.067769
21 31 2.378587 34 0.069958
22 31 2.485282 36 0.069036
23 31 2.655522 38 0.069882
24 31 2.835613 40 0.070890
25 31 3.134132 42 0.074622
26 31 3.097456 44 0.070397
27 31 3.107768 46 0.067560
28 31 3.323171 48 0.069233
29 31 3.421671 50 0.068433
30 31 3.613641 52 0.069493
31 31 3.438861 53 0.064884
54.9045
