L: 4 | f_final: 1+1E-7 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 14:07:51 2021 | f: 1+1E0.235094/1+1E-7 | sweeps: 10000 | flat time: 0.005502s
Sat May 29 14:07:51 2021 | f: 1+1E-0.187942/1+1E-7 | sweeps: 10000 | flat time: 0.005596s
Sat May 29 14:07:51 2021 | f: 1+1E-0.546643/1+1E-7 | sweeps: 10000 | flat time: 0.005862s
Sat May 29 14:07:51 2021 | f: 1+1E-0.875664/1+1E-7 | sweeps: 10000 | flat time: 0.005970s
Sat May 29 14:07:51 2021 | f: 1+1E-1.190478/1+1E-7 | sweeps: 10000 | flat time: 0.005988s
Sat May 29 14:07:51 2021 | f: 1+1E-1.498346/1+1E-7 | sweeps: 10000 | flat time: 0.006032s
Sat May 29 14:07:51 2021 | f: 1+1E-1.802783/1+1E-7 | sweeps: 10000 | flat time: 0.005990s
Sat May 29 14:07:51 2021 | f: 1+1E-2.105512/1+1E-7 | sweeps: 10000 | flat time: 0.005950s
Sat May 29 14:07:51 2021 | f: 1+1E-2.407391/1+1E-7 | sweeps: 10000 | flat time: 0.006062s
Sat May 29 14:07:51 2021 | f: 1+1E-2.708846/1+1E-7 | sweeps: 20000 | flat time: 0.011974s
Sat May 29 14:07:51 2021 | f: 1+1E-3.010088/1+1E-7 | sweeps: 20000 | flat time: 0.012038s
Sat May 29 14:07:51 2021 | f: 1+1E-3.311224/1+1E-7 | sweeps: 40000 | flat time: 0.023594s
Sat May 29 14:07:51 2021 | f: 1+1E-3.612307/1+1E-7 | sweeps: 30000 | flat time: 0.017552s
Sat May 29 14:07:51 2021 | f: 1+1E-3.913363/1+1E-7 | sweeps: 30000 | flat time: 0.017018s
Sat May 29 14:07:51 2021 | f: 1+1E-4.214407/1+1E-7 | sweeps: 30000 | flat time: 0.017042s
Sat May 29 14:07:51 2021 | f: 1+1E-4.515443/1+1E-7 | sweeps: 20000 | flat time: 0.011368s
Sat May 29 14:07:51 2021 | f: 1+1E-4.816477/1+1E-7 | sweeps: 50000 | flat time: 0.028360s
Sat May 29 14:07:51 2021 | f: 1+1E-5.117508/1+1E-7 | sweeps: 70000 | flat time: 0.039775s
Sat May 29 14:07:51 2021 | f: 1+1E-5.418539/1+1E-7 | sweeps: 20000 | flat time: 0.011298s
Sat May 29 14:07:51 2021 | f: 1+1E-5.719570/1+1E-7 | sweeps: 20000 | flat time: 0.011305s
Sat May 29 14:07:51 2021 | f: 1+1E-6.020600/1+1E-7 | sweeps: 20000 | flat time: 0.011372s
Sat May 29 14:07:51 2021 | f: 1+1E-6.321630/1+1E-7 | sweeps: 60000 | flat time: 0.034150s
Sat May 29 14:07:51 2021 | f: 1+1E-6.622660/1+1E-7 | sweeps: 60000 | flat time: 0.033987s
Sat May 29 14:07:51 2021 | f: 1+1E-6.923690/1+1E-7 | sweeps: 50000 | flat time: 0.028331s
