f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-7 0.005371 10000 1957 2000.000000
1+1E-0.187942 1+1E-7 0.005496 10000 1953 2000.000000
1+1E-0.546643 1+1E-7 0.005796 10000 1952 2000.000000
1+1E-0.875664 1+1E-7 0.005903 10000 1975 2000.000000
1+1E-1.190478 1+1E-7 0.005913 10000 1979 2000.000000
1+1E-1.498346 1+1E-7 0.005890 10000 1952 2000.000000
1+1E-1.802783 1+1E-7 0.005885 10000 1958 2000.000000
1+1E-2.105512 1+1E-7 0.005812 10000 1914 2000.000000
1+1E-2.407391 1+1E-7 0.005804 10000 1852 2000.000000
1+1E-2.708846 1+1E-7 0.005822 10000 1891 2000.000000
1+1E-3.010088 1+1E-7 0.011816 20000 3797 4000.000000
1+1E-3.311224 1+1E-7 0.011632 20000 3650 4000.000000
1+1E-3.612307 1+1E-7 0.011515 20000 3677 4000.000000
1+1E-3.913363 1+1E-7 0.023198 40000 7218 8000.000000
1+1E-4.214407 1+1E-7 0.011507 20000 3664 4000.000000
1+1E-4.515443 1+1E-7 0.011505 20000 3624 4000.000000
1+1E-4.816477 1+1E-7 0.005767 10000 1810 2000.000000
1+1E-5.117508 1+1E-7 0.011594 20000 3649 4000.000000
1+1E-5.418539 1+1E-7 0.017365 30000 5589 6000.000000
1+1E-5.719570 1+1E-7 0.023121 40000 7268 8000.000000
1+1E-6.020600 1+1E-7 0.029032 50000 9089 10000.000000
1+1E-6.321630 1+1E-7 0.011559 20000 3669 4000.000000
1+1E-6.622660 1+1E-7 0.040558 70000 12711 14000.000000
1+1E-6.923690 1+1E-7 0.011527 20000 3645 4000.000000
0.289536
