f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-7 0.005280 10000 1977 2000.000000
1+1E-0.187942 1+1E-7 0.005367 10000 1989 2000.000000
1+1E-0.546643 1+1E-7 0.005792 10000 1965 2000.000000
1+1E-0.875664 1+1E-7 0.005793 10000 1970 2000.000000
1+1E-1.190478 1+1E-7 0.005813 10000 1978 2000.000000
1+1E-1.498346 1+1E-7 0.005805 10000 1921 2000.000000
1+1E-1.802783 1+1E-7 0.005738 10000 1945 2000.000000
1+1E-2.105512 1+1E-7 0.005744 10000 1901 2000.000000
1+1E-2.407391 1+1E-7 0.005748 10000 1891 2000.000000
1+1E-2.708846 1+1E-7 0.017506 30000 5712 6000.000000
1+1E-3.010088 1+1E-7 0.006014 10000 1865 2000.000000
1+1E-3.311224 1+1E-7 0.011945 20000 3724 4000.000000
1+1E-3.612307 1+1E-7 0.017596 30000 5494 6000.000000
1+1E-3.913363 1+1E-7 0.022944 40000 7333 8000.000000
1+1E-4.214407 1+1E-7 0.011527 20000 3663 4000.000000
1+1E-4.515443 1+1E-7 0.080003 140000 25649 28000.000000
1+1E-4.816477 1+1E-7 0.011388 20000 3647 4000.000000
1+1E-5.117508 1+1E-7 0.016950 30000 5617 6000.000000
1+1E-5.418539 1+1E-7 0.011474 20000 3637 4000.000000
1+1E-5.719570 1+1E-7 0.011481 20000 3653 4000.000000
1+1E-6.020600 1+1E-7 0.017170 30000 5523 6000.000000
1+1E-6.321630 1+1E-7 0.039678 70000 12858 14000.000000
1+1E-6.622660 1+1E-7 0.011344 20000 3704 4000.000000
1+1E-6.923690 1+1E-7 0.028391 50000 9032 10000.000000
0.366775
