q q_max q_time hits q_time/hits 
1 127 0.164619 1 0.164619
2 127 0.221586 2 0.110793
3 127 0.226133 3 0.075378
4 127 0.366861 5 0.073372
5 127 0.444574 6 0.074096
6 127 0.621807 8 0.077726
7 127 0.677897 9 0.075322
8 127 1.102878 11 0.100262
9 127 1.187067 13 0.091313
10 127 1.073299 14 0.076664
11 127 1.283112 16 0.080195
12 127 1.777483 18 0.098749
13 127 1.495129 19 0.078691
14 127 1.697937 21 0.080854
15 127 2.062740 23 0.089684
16 127 3.485162 25 0.139406
17 127 2.080580 26 0.080022
18 127 2.703705 28 0.096561
19 127 2.975523 30 0.099184
20 127 4.108473 32 0.128390
21 127 3.082258 33 0.093402
22 127 3.096860 35 0.088482
23 127 4.961133 37 0.134085
24 127 4.849932 39 0.124357
25 127 6.541944 41 0.159560
26 127 4.187123 42 0.099693
27 127 4.920676 44 0.111834
28 127 6.820321 46 0.148268
29 127 5.861636 48 0.122117
30 127 10.398635 50 0.207973
31 127 5.956647 51 0.116797
32 127 6.069009 53 0.114510
33 127 7.188917 55 0.130708
34 127 8.393107 57 0.147247
35 127 9.652297 59 0.163598
36 127 18.914418 61 0.310072
37 127 6.179335 62 0.099667
38 127 9.936695 64 0.155261
39 127 8.602362 66 0.130339
40 127 8.262727 68 0.121511
41 127 14.749825 70 0.210712
42 127 10.211397 72 0.141825
43 127 9.776520 73 0.133925
44 127 9.998030 75 0.133307
45 127 10.395469 77 0.135006
46 127 12.919296 79 0.163535
47 127 9.106852 81 0.112430
48 127 15.897786 83 0.191540
49 127 8.385602 85 0.098654
50 127 9.237343 86 0.107411
51 127 14.684752 88 0.166872
52 127 19.946946 90 0.221633
53 127 22.782972 92 0.247641
54 127 21.821536 94 0.232144
55 127 18.865799 96 0.196519
56 127 35.746126 98 0.364756
57 127 14.803650 99 0.149532
58 127 17.799621 101 0.176234
59 127 17.792093 103 0.172739
60 127 18.552854 105 0.176694
61 127 20.214337 107 0.188919
62 127 34.472170 109 0.316258
63 127 63.601663 111 0.572988
64 127 81.399626 113 0.720351
65 127 16.700818 114 0.146498
66 127 26.881870 116 0.231740
67 127 21.913914 118 0.185711
68 127 28.658908 120 0.238824
69 127 29.868476 122 0.244824
70 127 27.445904 124 0.221338
71 127 53.047098 126 0.421009
72 127 34.014851 128 0.265741
73 127 20.668288 130 0.158987
74 127 22.238890 132 0.168476
75 127 28.198493 134 0.210437
76 127 84.907730 136 0.624322
77 127 60.195016 138 0.436196
78 127 49.874446 140 0.356246
79 127 39.389561 142 0.277391
80 127 58.825775 144 0.408512
81 127 58.358267 146 0.399714
82 127 29.894811 148 0.201992
83 127 26.656640 150 0.177711
84 127 33.722484 152 0.221858
85 127 34.367680 154 0.223167
86 127 42.419802 156 0.271922
87 127 50.766267 158 0.321305
88 127 23.680889 160 0.148006
89 127 42.758051 162 0.263939
90 127 29.634670 164 0.180699
91 127 39.326922 166 0.236909
92 127 39.662586 168 0.236087
93 127 30.116533 170 0.177156
94 127 36.262196 172 0.210827
95 127 39.462133 174 0.226794
96 127 43.254067 176 0.245762
97 127 35.847093 178 0.201388
98 127 57.769588 180 0.320942
99 127 39.935633 182 0.219427
100 127 31.555111 184 0.171495
101 127 40.256738 186 0.216434
102 127 37.439220 188 0.199145
103 127 39.049854 190 0.205526
104 127 27.186530 192 0.141597
105 127 45.566674 194 0.234880
106 127 34.155007 196 0.174260
107 127 51.236721 198 0.258771
108 127 44.041434 200 0.220207
109 127 42.643054 202 0.211104
110 127 46.733604 204 0.229086
111 127 75.959728 206 0.368737
112 127 75.642418 208 0.363665
113 127 61.542564 210 0.293060
114 127 34.574771 212 0.163089
115 127 43.659062 214 0.204014
116 127 49.972124 216 0.231352
117 127 36.485820 218 0.167366
118 127 41.876775 220 0.190349
119 127 35.985250 222 0.162096
120 127 61.727506 224 0.275569
121 127 37.261516 226 0.164874
122 127 67.947296 228 0.298014
123 127 42.686957 230 0.185595
124 127 40.072799 232 0.172728
125 127 49.203899 234 0.210273
126 127 52.464662 236 0.222308
127 127 43.285547 237 0.182639
3313.74
