f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-9 0.715137 150000 5582 5846.528624
1+1E-0.187942 1+1E-9 0.239603 50000 1864 1948.842875
1+1E-0.546643 1+1E-9 0.145202 30000 1128 1169.305725
1+1E-0.875664 1+1E-9 0.242157 50000 1869 1948.842875
1+1E-1.190478 1+1E-9 0.240392 50000 1860 1948.842875
1+1E-1.498346 1+1E-9 0.336556 70000 2642 2728.380024
1+1E-1.802783 1+1E-9 0.672783 140000 5282 5456.760049
1+1E-2.105512 1+1E-9 0.624774 130000 4825 5066.991474
1+1E-2.407391 1+1E-9 1.105130 230000 8609 8964.677223
1+1E-2.708846 1+1E-9 1.297579 270000 10100 10523.751523
1+1E-3.010088 1+1E-9 1.442181 300000 11151 11693.057247
1+1E-3.311224 1+1E-9 2.067127 430000 15941 16760.048721
1+1E-3.612307 1+1E-9 3.702026 770000 28593 30012.180268
1+1E-3.913363 1+1E-9 8.111604 1680000 62400 65481.120585
1+1E-4.214407 1+1E-9 13.532891 2790000 103445 108745.432400
1+1E-4.515443 1+1E-9 10.840547 2240000 83088 87308.160780
1+1E-4.816477 1+1E-9 5.240460 1090000 40368 42484.774665
1+1E-5.117508 1+1E-9 28.099612 5850000 216706 228014.616322
1+1E-5.418539 1+1E-9 48.629254 10210000 378159 397953.714982
1+1E-5.719570 1+1E-9 20.717293 4360000 161516 169939.098660
1+1E-6.020600 1+1E-9 32.298112 6790000 251564 264652.862363
1+1E-6.321630 1+1E-9 29.904998 6280000 232536 244774.665043
1+1E-6.622660 1+1E-9 50.981008 10620000 393238 413934.226553
1+1E-6.923690 1+1E-9 24.073773 5010000 185650 195274.056029
1+1E-7.224720 1+1E-9 12.245358 2550000 94440 99390.986602
1+1E-7.525750 1+1E-9 36.270343 7530000 279440 293495.736906
1+1E-7.826780 1+1E-9 8.255060 1710000 63327 66650.426309
1+1E-8.127810 1+1E-9 7.427687 1540000 57029 60024.360536
1+1E-8.428840 1+1E-9 33.515018 6950000 257887 270889.159562
1+1E-8.729870 1+1E-9 26.031906 5400000 200008 210475.030451
409.006
