f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-9 0.528408 140000 5220 5456.760049
1+1E-0.187942 1+1E-9 0.113629 30000 1128 1169.305725
1+1E-0.546643 1+1E-9 0.266498 70000 2629 2728.380024
1+1E-0.875664 1+1E-9 0.189980 50000 1862 1948.842875
1+1E-1.190478 1+1E-9 0.112155 30000 1113 1169.305725
1+1E-1.498346 1+1E-9 0.261580 70000 2628 2728.380024
1+1E-1.802783 1+1E-9 0.485585 130000 4841 5066.991474
1+1E-2.105512 1+1E-9 0.485475 130000 4865 5066.991474
1+1E-2.407391 1+1E-9 0.709913 190000 7055 7405.602923
1+1E-2.708846 1+1E-9 0.821803 220000 8247 8574.908648
1+1E-3.010088 1+1E-9 1.306998 350000 13081 13641.900122
1+1E-3.311224 1+1E-9 1.718079 460000 17193 17929.354446
1+1E-3.612307 1+1E-9 3.924583 1050000 38980 40925.700365
1+1E-3.913363 1+1E-9 3.473810 930000 34732 36248.477467
1+1E-4.214407 1+1E-9 3.250020 870000 32221 33909.866017
1+1E-4.515443 1+1E-9 9.233440 2470000 91520 96272.838002
1+1E-4.816477 1+1E-9 19.123991 5120000 189638 199561.510353
1+1E-5.117508 1+1E-9 14.082181 3780000 140190 147332.521315
1+1E-5.418539 1+1E-9 19.176494 5150000 191070 200730.816078
1+1E-5.719570 1+1E-9 12.962756 3480000 129191 135639.464068
1+1E-6.020600 1+1E-9 23.644760 6350000 235413 247503.045067
1+1E-6.321630 1+1E-9 8.007059 2150000 79617 83800.243605
1+1E-6.622660 1+1E-9 32.926916 8850000 328013 344945.188794
1+1E-6.923690 1+1E-9 13.638742 3670000 136028 143045.066991
1+1E-7.224720 1+1E-9 32.804827 8920000 330377 347673.568819
1+1E-7.525750 1+1E-9 25.973754 7100000 262972 276735.688185
1+1E-7.826780 1+1E-9 33.479072 9150000 339009 356638.246041
1+1E-8.127810 1+1E-9 22.674009 6200000 229617 241656.516443
1+1E-8.428840 1+1E-9 8.784528 2400000 88998 93544.457978
1+1E-8.729870 1+1E-9 12.853247 3510000 130311 136808.769793
307.015
