f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-9 0.741481 150000 5627 5846.528624
1+1E-0.187942 1+1E-9 0.248519 50000 1854 1948.842875
1+1E-0.546643 1+1E-9 0.149260 30000 1117 1169.305725
1+1E-0.875664 1+1E-9 0.248683 50000 1879 1948.842875
1+1E-1.190478 1+1E-9 0.197320 40000 1483 1559.074300
1+1E-1.498346 1+1E-9 0.394474 80000 2988 3118.148599
1+1E-1.802783 1+1E-9 0.493463 100000 3742 3897.685749
1+1E-2.105512 1+1E-9 0.690714 140000 5245 5456.760049
1+1E-2.407391 1+1E-9 0.690405 140000 5195 5456.760049
1+1E-2.708846 1+1E-9 1.578439 320000 11945 12472.594397
1+1E-3.010088 1+1E-9 1.974627 400000 14860 15590.742996
1+1E-3.311224 1+1E-9 2.615733 530000 19762 20657.734470
1+1E-3.612307 1+1E-9 3.504027 710000 26498 27673.568819
1+1E-3.913363 1+1E-9 6.070402 1230000 45709 47941.534714
1+1E-4.214407 1+1E-9 8.635693 1750000 64833 68209.500609
1+1E-4.515443 1+1E-9 13.520802 2740000 101809 106796.589525
1+1E-4.816477 1+1E-9 16.776043 3400000 125941 132521.315469
1+1E-5.117508 1+1E-9 18.798019 3810000 141130 148501.827040
1+1E-5.418539 1+1E-9 12.678170 2570000 95203 100170.523752
1+1E-5.719570 1+1E-9 23.484230 4760000 176710 185529.841657
1+1E-6.020600 1+1E-9 34.981674 7090000 262722 276345.919610
1+1E-6.321630 1+1E-9 33.895218 6870000 254787 267771.010962
1+1E-6.622660 1+1E-9 101.466167 21900000 811032 853593.179050
1+1E-6.923690 1+1E-9 12.927275 3470000 128566 135249.695493
1+1E-7.224720 1+1E-9 88.319861 23700000 877583 923751.522533
1+1E-7.525750 1+1E-9 9.499729 2550000 94457 99390.986602
1+1E-7.826780 1+1E-9 38.488033 10330000 382797 402630.937881
1+1E-8.127810 1+1E-9 9.945117 2670000 98880 104068.209501
1+1E-8.428840 1+1E-9 16.485939 4420000 163710 172277.710110
1+1E-8.729870 1+1E-9 44.742621 11980000 443630 466942.752741
504.243
