f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-9 0.566869 150000 5597 5846.528624
1+1E-0.187942 1+1E-9 0.112546 30000 1118 1169.305725
1+1E-0.546643 1+1E-9 0.189370 50000 1892 1948.842875
1+1E-0.875664 1+1E-9 0.225757 60000 2231 2338.611449
1+1E-1.190478 1+1E-9 0.149494 40000 1499 1559.074300
1+1E-1.498346 1+1E-9 0.373039 100000 3710 3897.685749
1+1E-1.802783 1+1E-9 0.334790 90000 3339 3507.917174
1+1E-2.105512 1+1E-9 0.483359 130000 4815 5066.991474
1+1E-2.407391 1+1E-9 0.968174 260000 9697 10133.982948
1+1E-2.708846 1+1E-9 1.005091 270000 10023 10523.751523
1+1E-3.010088 1+1E-9 0.929486 250000 9264 9744.214373
1+1E-3.311224 1+1E-9 2.644545 710000 26479 27673.568819
1+1E-3.612307 1+1E-9 3.351184 900000 33538 35079.171742
1+1E-3.913363 1+1E-9 4.580068 1230000 45570 47941.534714
1+1E-4.214407 1+1E-9 4.317877 1160000 42982 45213.154689
1+1E-4.515443 1+1E-9 14.710431 3950000 146359 153958.587089
1+1E-4.816477 1+1E-9 9.721345 2610000 96703 101729.598051
1+1E-5.117508 1+1E-9 4.759959 1280000 47419 49890.377588
1+1E-5.418539 1+1E-9 7.293206 1960000 72758 76394.640682
1+1E-5.719570 1+1E-9 17.540354 4700000 174040 183191.230207
1+1E-6.020600 1+1E-9 12.590584 3370000 125126 131352.009744
1+1E-6.321630 1+1E-9 14.540055 3890000 144262 151619.975639
1+1E-6.622660 1+1E-9 73.806405 19750000 731588 769792.935445
1+1E-6.923690 1+1E-9 84.216008 22530000 834577 878148.599269
1+1E-7.224720 1+1E-9 5.639873 1510000 56107 58855.054811
1+1E-7.525750 1+1E-9 33.709764 9020000 334744 351571.254568
1+1E-7.826780 1+1E-9 7.542688 2020000 74899 78733.252132
1+1E-8.127810 1+1E-9 11.435357 3060000 113468 119269.183922
1+1E-8.428840 1+1E-9 50.169533 13420000 496925 523069.427527
1+1E-8.729870 1+1E-9 79.368993 21250000 787106 828258.221681
447.277
