f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-9 0.005459 10000 1962 2000.000000
1+1E-0.187942 1+1E-9 0.005591 10000 1975 2000.000000
1+1E-0.546643 1+1E-9 0.005922 10000 1981 2000.000000
1+1E-0.875664 1+1E-9 0.006041 10000 1953 2000.000000
1+1E-1.190478 1+1E-9 0.005821 10000 1973 2000.000000
1+1E-1.498346 1+1E-9 0.005799 10000 1937 2000.000000
1+1E-1.802783 1+1E-9 0.005778 10000 1942 2000.000000
1+1E-2.105512 1+1E-9 0.005763 10000 1900 2000.000000
1+1E-2.407391 1+1E-9 0.005745 10000 1839 2000.000000
1+1E-2.708846 1+1E-9 0.011547 20000 3503 4000.000000
1+1E-3.010088 1+1E-9 0.005728 10000 1731 2000.000000
1+1E-3.311224 1+1E-9 0.011496 20000 3325 4000.000000
1+1E-3.612307 1+1E-9 0.011458 20000 3289 4000.000000
1+1E-3.913363 1+1E-9 0.005699 10000 1645 2000.000000
1+1E-4.214407 1+1E-9 0.005731 10000 1690 2000.000000
1+1E-4.515443 1+1E-9 0.005700 10000 1824 2000.000000
1+1E-4.816477 1+1E-9 0.005757 10000 1677 2000.000000
1+1E-5.117508 1+1E-9 0.005812 10000 1721 2000.000000
1+1E-5.418539 1+1E-9 0.011948 20000 3435 4000.000000
1+1E-5.719570 1+1E-9 0.006179 10000 1732 2000.000000
1+1E-6.020600 1+1E-9 0.005915 10000 1731 2000.000000
1+1E-6.321630 1+1E-9 0.011697 20000 3211 4000.000000
1+1E-6.622660 1+1E-9 0.005815 10000 1748 2000.000000
1+1E-6.923690 1+1E-9 0.005877 10000 1683 2000.000000
1+1E-7.224720 1+1E-9 0.011726 20000 3356 4000.000000
1+1E-7.525750 1+1E-9 0.005890 10000 1726 2000.000000
1+1E-7.826780 1+1E-9 0.005889 10000 1645 2000.000000
1+1E-8.127810 1+1E-9 0.005888 10000 1654 2000.000000
1+1E-8.428840 1+1E-9 0.005854 10000 1769 2000.000000
1+1E-8.729870 1+1E-9 0.005847 10000 1777 2000.000000
0.20955
