run: 91 | L: 4 | f_final: 1+1E-9 | flatness: 80 | dim: 2D | lattice: SS
Fri Jun 18 15:12:34 2021 | f: 1+1E0.235094/1+1E-9 | sweeps: 10000 | flat time: 0.005440s
Fri Jun 18 15:12:34 2021 | f: 1+1E-0.187942/1+1E-9 | sweeps: 10000 | flat time: 0.005603s
Fri Jun 18 15:12:34 2021 | f: 1+1E-0.546643/1+1E-9 | sweeps: 10000 | flat time: 0.005843s
Fri Jun 18 15:12:34 2021 | f: 1+1E-0.875664/1+1E-9 | sweeps: 10000 | flat time: 0.005943s
Fri Jun 18 15:12:34 2021 | f: 1+1E-1.190478/1+1E-9 | sweeps: 10000 | flat time: 0.005992s
Fri Jun 18 15:12:34 2021 | f: 1+1E-1.498346/1+1E-9 | sweeps: 10000 | flat time: 0.006018s
Fri Jun 18 15:12:34 2021 | f: 1+1E-1.802783/1+1E-9 | sweeps: 10000 | flat time: 0.005984s
Fri Jun 18 15:12:34 2021 | f: 1+1E-2.105512/1+1E-9 | sweeps: 10000 | flat time: 0.005930s
Fri Jun 18 15:12:34 2021 | f: 1+1E-2.407391/1+1E-9 | sweeps: 10000 | flat time: 0.005947s
Fri Jun 18 15:12:34 2021 | f: 1+1E-2.708846/1+1E-9 | sweeps: 20000 | flat time: 0.011579s
Fri Jun 18 15:12:34 2021 | f: 1+1E-3.010088/1+1E-9 | sweeps: 10000 | flat time: 0.005737s
Fri Jun 18 15:12:34 2021 | f: 1+1E-3.311224/1+1E-9 | sweeps: 20000 | flat time: 0.011501s
Fri Jun 18 15:12:34 2021 | f: 1+1E-3.612307/1+1E-9 | sweeps: 20000 | flat time: 0.011498s
Fri Jun 18 15:12:34 2021 | f: 1+1E-3.913363/1+1E-9 | sweeps: 10000 | flat time: 0.005728s
Fri Jun 18 15:12:34 2021 | f: 1+1E-4.214407/1+1E-9 | sweeps: 10000 | flat time: 0.005747s
Fri Jun 18 15:12:34 2021 | f: 1+1E-4.515443/1+1E-9 | sweeps: 10000 | flat time: 0.005731s
Fri Jun 18 15:12:34 2021 | f: 1+1E-4.816477/1+1E-9 | sweeps: 10000 | flat time: 0.005738s
Fri Jun 18 15:12:34 2021 | f: 1+1E-5.117508/1+1E-9 | sweeps: 10000 | flat time: 0.005720s
Fri Jun 18 15:12:34 2021 | f: 1+1E-5.418539/1+1E-9 | sweeps: 20000 | flat time: 0.011452s
Fri Jun 18 15:12:34 2021 | f: 1+1E-5.719570/1+1E-9 | sweeps: 10000 | flat time: 0.005728s
Fri Jun 18 15:12:34 2021 | f: 1+1E-6.020600/1+1E-9 | sweeps: 10000 | flat time: 0.005752s
Fri Jun 18 15:12:34 2021 | f: 1+1E-6.321630/1+1E-9 | sweeps: 20000 | flat time: 0.011682s
Fri Jun 18 15:12:34 2021 | f: 1+1E-6.622660/1+1E-9 | sweeps: 10000 | flat time: 0.005922s
Fri Jun 18 15:12:34 2021 | f: 1+1E-6.923690/1+1E-9 | sweeps: 10000 | flat time: 0.006155s
Fri Jun 18 15:12:34 2021 | f: 1+1E-7.224720/1+1E-9 | sweeps: 20000 | flat time: 0.011696s
Fri Jun 18 15:12:34 2021 | f: 1+1E-7.525750/1+1E-9 | sweeps: 10000 | flat time: 0.005779s
Fri Jun 18 15:12:34 2021 | f: 1+1E-7.826780/1+1E-9 | sweeps: 10000 | flat time: 0.005764s
Fri Jun 18 15:12:34 2021 | f: 1+1E-8.127810/1+1E-9 | sweeps: 10000 | flat time: 0.005817s
Fri Jun 18 15:12:34 2021 | f: 1+1E-8.428840/1+1E-9 | sweeps: 10000 | flat time: 0.005866s
Fri Jun 18 15:12:34 2021 | f: 1+1E-8.729870/1+1E-9 | sweeps: 10000 | flat time: 0.005867s
