f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-9 0.225049 60000 2114 2338.611449
1+1E-0.187942 1+1E-9 0.109021 30000 1074 1169.305725
1+1E-0.546643 1+1E-9 0.072925 20000 715 779.537150
1+1E-0.875664 1+1E-9 0.072653 20000 727 779.537150
1+1E-1.190478 1+1E-9 0.143620 40000 1464 1559.074300
1+1E-1.498346 1+1E-9 0.107390 30000 1063 1169.305725
1+1E-1.802783 1+1E-9 0.179145 50000 1808 1948.842875
1+1E-2.105512 1+1E-9 0.250864 70000 2529 2728.380024
1+1E-2.407391 1+1E-9 0.466292 130000 4583 5066.991474
1+1E-2.708846 1+1E-9 2.319168 170000 6126 6626.065773
1+1E-3.010088 1+1E-9 2.358191 230000 8290 8964.677223
1+1E-3.311224 1+1E-9 1.603204 400000 14207 15590.742996
1+1E-3.612307 1+1E-9 2.505182 700000 24627 27283.800244
1+1E-3.913363 1+1E-9 2.039869 570000 20088 22216.808770
1+1E-4.214407 1+1E-9 3.184560 890000 31634 34689.403167
1+1E-4.515443 1+1E-9 3.944442 1050000 36853 40925.700365
1+1E-4.816477 1+1E-9 5.769079 1610000 56532 62752.740560
1+1E-5.117508 1+1E-9 5.257762 1470000 51572 57295.980512
1+1E-5.418539 1+1E-9 6.364013 1780000 63228 69378.806334
1+1E-5.719570 1+1E-9 17.783291 4920000 173019 191766.138855
1+1E-6.020600 1+1E-9 4.498588 1260000 44482 49110.840438
1+1E-6.321630 1+1E-9 2.351833 660000 23219 25724.725944
1+1E-6.622660 1+1E-9 9.196267 2580000 91314 100560.292326
1+1E-6.923690 1+1E-9 4.624980 1300000 45700 50669.914738
1+1E-7.224720 1+1E-9 8.121458 2280000 80115 88867.235079
1+1E-7.525750 1+1E-9 6.105677 1700000 59834 66260.657734
1+1E-7.826780 1+1E-9 6.875690 1910000 67543 74445.797808
1+1E-8.127810 1+1E-9 5.935734 1650000 58243 64311.814860
1+1E-8.428840 1+1E-9 4.495344 1250000 43958 48721.071864
1+1E-8.729870 1+1E-9 4.813437 1340000 47052 52228.989038
111.775
