f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-9 0.343281 90000 3242 3507.917174
1+1E-0.187942 1+1E-9 0.186670 50000 1860 1948.842875
1+1E-0.546643 1+1E-9 0.112555 30000 1099 1169.305725
1+1E-0.875664 1+1E-9 0.111999 30000 1094 1169.305725
1+1E-1.190478 1+1E-9 0.148205 40000 1449 1559.074300
1+1E-1.498346 1+1E-9 0.147759 40000 1436 1559.074300
1+1E-1.802783 1+1E-9 0.185563 50000 1803 1948.842875
1+1E-2.105512 1+1E-9 0.296984 80000 2813 3118.148599
1+1E-2.407391 1+1E-9 0.333391 90000 3214 3507.917174
1+1E-2.708846 1+1E-9 0.592819 160000 5681 6236.297199
1+1E-3.010088 1+1E-9 0.740714 200000 7078 7795.371498
1+1E-3.311224 1+1E-9 0.927444 250000 8771 9744.214373
1+1E-3.612307 1+1E-9 1.408570 380000 13420 14811.205847
1+1E-3.913363 1+1E-9 2.521044 680000 24204 26504.263094
1+1E-4.214407 1+1E-9 3.488858 940000 33016 36638.246041
1+1E-4.515443 1+1E-9 3.562094 960000 33863 37417.783191
1+1E-4.816477 1+1E-9 2.853067 740000 26005 28842.874543
1+1E-5.117508 1+1E-9 6.726462 1810000 63622 70548.112058
1+1E-5.418539 1+1E-9 13.300890 3570000 125774 139147.381242
1+1E-5.719570 1+1E-9 1.818950 490000 17223 19098.660171
1+1E-6.020600 1+1E-9 14.873355 3990000 140255 155517.661389
1+1E-6.321630 1+1E-9 3.789726 1020000 35873 39756.394641
1+1E-6.622660 1+1E-9 8.889606 2390000 84048 93154.689403
1+1E-6.923690 1+1E-9 3.158604 850000 29918 33130.328867
1+1E-7.224720 1+1E-9 4.028742 1090000 38485 42484.774665
1+1E-7.525750 1+1E-9 2.579936 700000 24691 27283.800244
1+1E-7.826780 1+1E-9 4.606340 1250000 44213 48721.071864
1+1E-8.127810 1+1E-9 2.912403 790000 27728 30791.717418
1+1E-8.428840 1+1E-9 2.765635 750000 26417 29232.643118
1+1E-8.729870 1+1E-9 4.102667 1110000 38975 43264.311815
91.5147
