f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-8 0.015117 20000 3960 4000.000000
1+1E-0.187942 1+1E-8 0.007951 10000 1980 2000.000000
1+1E-0.546643 1+1E-8 0.016427 20000 3981 4000.000000
1+1E-0.875664 1+1E-8 0.016626 20000 3971 4000.000000
1+1E-1.190478 1+1E-8 0.016986 20000 3965 4000.000000
1+1E-1.498346 1+1E-8 0.026231 30000 5953 6000.000000
1+1E-1.802783 1+1E-8 0.028018 30000 5951 6000.000000
1+1E-2.105512 1+1E-8 0.056130 60000 11904 12000.000000
1+1E-2.407391 1+1E-8 0.065500 70000 13865 14000.000000
1+1E-2.708846 1+1E-8 0.085933 100000 19822 20000.000000
1+1E-3.010088 1+1E-8 0.100324 110000 21825 22000.000000
1+1E-3.311224 1+1E-8 0.201883 230000 45648 46000.000000
1+1E-3.612307 1+1E-8 0.270127 290000 57555 58000.000000
1+1E-3.913363 1+1E-8 0.213411 230000 45542 46000.000000
1+1E-4.214407 1+1E-8 0.329080 360000 71296 72000.000000
1+1E-4.515443 1+1E-8 0.441644 500000 99137 100000.000000
1+1E-4.816477 1+1E-8 1.327048 1510000 299216 302000.000000
1+1E-5.117508 1+1E-8 1.719500 1950000 386458 390000.000000
1+1E-5.418539 1+1E-8 1.831843 2060000 408184 412000.000000
1+1E-5.719570 1+1E-8 3.014581 3430000 679252 686000.000000
1+1E-6.020600 1+1E-8 2.575646 2940000 582168 588000.000000
1+1E-6.321630 1+1E-8 1.168423 1330000 263377 266000.000000
1+1E-6.622660 1+1E-8 1.264714 1440000 285137 288000.000000
1+1E-6.923690 1+1E-8 1.234182 1390000 275314 278000.000000
1+1E-7.224720 1+1E-8 4.032286 4540000 899108 908000.000000
1+1E-7.525750 1+1E-8 0.846224 960000 190100 192000.000000
1+1E-7.826780 1+1E-8 1.025224 1160000 229680 232000.000000
21.9319
