f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-8 0.017097 20000 3962 4000.000000
1+1E-0.187942 1+1E-8 0.008746 10000 1988 2000.000000
1+1E-0.546643 1+1E-8 0.009381 10000 1983 2000.000000
1+1E-0.875664 1+1E-8 0.009496 10000 1982 2000.000000
1+1E-1.190478 1+1E-8 0.018959 20000 3981 4000.000000
1+1E-1.498346 1+1E-8 0.028556 30000 5947 6000.000000
1+1E-1.802783 1+1E-8 0.037759 40000 7939 8000.000000
1+1E-2.105512 1+1E-8 0.065100 70000 13908 14000.000000
1+1E-2.407391 1+1E-8 0.090283 70000 13876 14000.000000
1+1E-2.708846 1+1E-8 0.083715 90000 17828 18000.000000
1+1E-3.010088 1+1E-8 0.112667 120000 23777 24000.000000
1+1E-3.311224 1+1E-8 0.199558 210000 41626 42000.000000
1+1E-3.612307 1+1E-8 0.249732 260000 51480 52000.000000
1+1E-3.913363 1+1E-8 0.294803 310000 61472 62000.000000
1+1E-4.214407 1+1E-8 0.564036 620000 122785 124000.000000
1+1E-4.515443 1+1E-8 0.784007 780000 154553 156000.000000
1+1E-4.816477 1+1E-8 1.143450 1210000 239709 242000.000000
1+1E-5.117508 1+1E-8 1.422740 1570000 311032 314000.000000
1+1E-5.418539 1+1E-8 0.748941 720000 142648 144000.000000
1+1E-5.719570 1+1E-8 3.802889 3690000 730738 738000.000000
1+1E-6.020600 1+1E-8 1.298166 1220000 241575 244000.000000
1+1E-6.321630 1+1E-8 3.660670 3110000 615898 622000.000000
1+1E-6.622660 1+1E-8 1.312889 1330000 263374 266000.000000
1+1E-6.923690 1+1E-8 1.927132 1950000 386148 390000.000000
1+1E-7.224720 1+1E-8 2.047665 2030000 402143 406000.000000
1+1E-7.525750 1+1E-8 2.629667 2640000 522752 528000.000000
1+1E-7.826780 1+1E-8 0.959245 1000000 198053 200000.000000
23.5282
