q q_max q_time hits q_time/hits k accept_counter reject_counter sampled_ratio/numer_working_threads
38 127 12.236158 64 0.191190 449724815 203990775 245734013 0
39 127 13.143957 66 0.199151 538726805 244129172 294597606 0
40 127 25.716253 68 0.378180 965953828 438334120 527619681 0
41 127 58.198420 70 0.831406 1654077973 752443782 901634164 0
42 127 158.029808 72 2.194858 3293599616 1494852862 1798746727 0
43 127 14.099611 73 0.193145 518671983 235272935 283399021 0
44 127 22.224727 75 0.296330 687591578 314923249 372668302 0
45 127 25.594235 77 0.332393 1025444588 466770941 558673620 0
46 127 37.749662 79 0.477844 1364261600 616612209 747649364 0
47 127 50.534875 81 0.623887 1822197812 826561165 995636620 0
48 127 125.307864 83 1.509733 3622386360 1650116238 1972270095 0
49 127 624.288644 85 7.344572 5480948999 2484701570 2996247402 0
50 127 19.854001 86 0.230860 692598126 313945120 378652979 0
51 127 27.987027 88 0.318034 875631341 397204787 478426527 0
52 127 53.991971 90 0.599911 1403315822 638803400 764512395 0
53 127 52.777635 92 0.573670 1705743935 774284354 931459554 0
54 127 135.193437 94 1.438228 3160734501 1436363756 1724370718 0
55 127 213.506004 96 2.224021 5719382080 2594320291 3125061762 0
56 127 566.026203 98 5.775778 4738921481 2150831631 2588089823 0
57 127 29.904857 99 0.302069 964220898 438077645 526143226 0
58 127 38.134970 101 0.377574 1409136893 639673859 769463007 0
59 127 53.793917 103 0.522271 1832874278 833539180 999335071 0
60 127 97.920682 105 0.932578 2590547720 1175630602 1414917091 0
61 127 106.650472 107 0.996733 3337014087 1508952420 1828061640 0
62 127 266.169438 109 2.441921 5978418413 2701083380 3277335006 0
63 127 424.392895 111 3.823359 8329290255 3765274872 4564015356 0
64 127 2562.338979 113 22.675566 15642752733 7079704387 8563048319 0
65 127 48.105228 114 0.421976 1579928121 713944445 865983649 0
66 127 67.283110 116 0.580027 2642688268 1190061469 1452626772 0
67 127 84.217695 118 0.713709 2349751558 1058922526 1290829005 0
68 127 106.150768 120 0.884590 3725462081 1675165650 2050296404 0
69 127 215.663293 122 1.767732 6564819871 2955554130 3609265714 0
70 127 296.569464 124 2.391689 9217494894 4135521116 5081973751 0
71 127 749.142511 126 5.945575 11463191695 5136787222 6326404446 0
72 127 745.885286 128 5.827229 4212179171 1880151280 2332027864 0
73 127 2071.980616 130 15.938312 18632919394 8319441900 10313477467 0
74 127 1204.578569 132 9.125595 17528423860 7803526013 9724897820 0
75 127 915.049062 134 6.828724 14694648859 6529577242 8165071590 0
76 127 993.091319 136 7.302142 21421950198 9512151333 11909798838 0
77 127 672.957394 138 4.876503 15779775969 6996962611 8782813331 0
78 127 423.418461 140 3.024418 11031686730 4867941930 6163744773 0
79 127 623.588644 142 4.391469 12924756403 5696818189 7227938187 0
80 127 890.744790 144 6.185728 19953371427 8777614803 11175756597 0
81 127 406.835950 146 2.786548 12428396017 5454692397 6973703593 0
82 127 279.393607 148 1.887795 8941108105 3916271967 5024836111 0
83 127 257.405402 150 1.716036 7622245471 3333918505 4288326939 0
84 127 296.288287 152 1.949265 7257353999 3156808826 4100545146 0
85 127 193.563219 154 1.256904 7091988171 3077500061 4014488083 0
86 127 196.742812 156 1.261172 6421917130 2780938346 3640978757 0
87 127 169.545859 158 1.073075 5827522335 2517813655 3309708653 0
88 127 167.178824 160 1.044868 5975204165 2570270760 3404933378 0
89 127 208.869473 162 1.289318 7406079693 3174961840 4231117826 0
90 127 153.252984 164 0.934469 6138656456 2626110684 3512545745 0
91 127 228.327933 166 1.375469 8850746906 3769279662 5081467217 0
92 127 138.565249 168 0.824793 5149720668 2181845519 2967875122 0
93 127 170.864971 170 1.005088 6205902426 2620965257 3584937142 0
94 127 227.633728 172 1.323452 7499706757 3163350974 4336355756 0
95 127 271.103858 174 1.558068 9291882491 3901602849 5390279615 0
96 127 681.082479 176 3.869787 9450493483 3944530526 5505962930 0
97 127 322.041003 178 1.809219 9009428696 3747800229 5261628440 0
98 127 218.093579 180 1.211631 7405084992 3072401544 4332683421 0
99 127 267.457923 182 1.469549 7060562809 2917901238 4142661544 0
100 127 216.697328 184 1.177703 6721053585 2764938873 3956114685 0
101 127 243.434739 186 1.308789 6373146402 2607846348 3765300027 0
102 127 273.421025 188 1.454367 7087528942 2888807074 4198721841 0
103 127 220.475558 190 1.160398 7559152706 3074934750 4484217929 0
104 127 193.311500 192 1.006831 6450113092 2602770693 3847342372 0
105 127 171.975714 194 0.886473 6034436309 2432455458 3601980824 0
106 127 158.077175 196 0.806516 5679286467 2275033612 3404252828 0
107 127 218.023405 198 1.101128 7408085405 2948165056 4459920322 0
108 127 297.554270 200 1.487771 7774541665 3077260247 4697281391 0
109 127 239.600513 202 1.186141 8157304190 3214603423 4942700740 0
110 127 215.849445 204 1.058086 6397883511 2505152653 3892730831 0
111 127 248.247384 206 1.205084 7537380918 2937646076 4599734815 0
112 127 581.380275 208 2.795097 11696997854 4535645587 7161352240 0
113 127 435.146560 210 2.072126 10085167772 3896057569 6189110176 0
114 127 195.332811 212 0.921381 7942756745 3043486020 4899270698 0
115 127 247.624897 214 1.157126 8610010232 3293637283 5316372922 0
116 127 224.932925 216 1.041356 8733505484 3307592764 5425912693 0
117 127 340.303189 218 1.561024 9233772095 3493352735 5740419333 0
118 127 261.582577 220 1.189012 8634792021 3233956803 5400835191 0
119 127 257.172523 222 1.158435 7794348401 2902930939 4891417435 0
120 127 177.999091 224 0.794639 7798372186 2885545509 4912826650 0
121 127 212.032562 226 0.938197 7671315782 2827879343 4843436412 0
122 127 211.945648 228 0.929586 7686567964 2809329383 4877238554 0
123 127 281.651171 230 1.224570 8290329175 3008848494 5281480654 0
124 127 266.762787 232 1.149840 7695041715 2778986282 4916055406 0
125 127 201.804428 234 0.862412 8115857691 2914348410 5201509254 0
126 127 371.975183 236 1.576166 9112936493 3245312363 5867624103 0
127 127 287.420341 237 1.212744 9686893081 3456088773 6230804281 0
28362
