q q_max q_time hits q_time/hits k accept_counter reject_counter sampled_ratio/numer_working_threads
48 127 237.886712 83 2.866105 4996517159 2274930367 2721586765 0
49 127 425.140378 85 5.001652 5244821549 2382752316 2862069206 0
50 127 22.410035 86 0.260582 774211403 351886919 422324457 0
51 127 27.756657 88 0.315417 862007230 394271742 467735461 0
52 127 41.384799 90 0.459831 1390941983 631741955 759200001 0
53 127 80.569275 92 0.875753 1903186073 866921112 1036264934 0
54 127 144.800213 94 1.540428 2936528220 1332467835 1604060358 0
55 127 203.992412 96 2.124921 4659242886 2111435479 2547807380 0
56 127 654.916641 98 6.682823 10615271206 4812213574 5803057605 0
57 127 41.576827 99 0.419968 1437968373 655808449 782159897 0
58 127 45.061260 101 0.446151 1410783170 639130608 771652535 0
59 127 81.745096 103 0.793642 1883784527 854196567 1029587933 0
60 127 83.748979 105 0.797609 2469738162 1119179841 1350558294 0
61 127 179.625154 107 1.678740 4620996227 2092742904 2528253296 0
62 127 258.251394 109 2.369279 4677023812 2117739253 2559284532 0
63 127 703.828487 111 6.340797 7774550582 3520974276 4253576279 0
64 127 1314.320923 113 11.631159 11892761399 5366762732 6525998640 0
65 127 38.348633 114 0.336392 1340049901 608094668 731955206 0
66 127 50.763485 116 0.437616 1875657579 843328844 1032328708 0
67 127 127.482036 118 1.080356 3375837361 1520545065 1855292269 0
68 127 118.565014 120 0.988042 3629886340 1631813851 1998072462 0
69 127 150.635331 122 1.234716 5144373072 2313662173 2830710872 0
70 127 307.169303 124 2.477172 6037126433 2704297377 3332829029 0
71 127 408.584068 126 3.242731 9275583851 4149976479 5125607345 0
72 127 1079.095230 128 8.430431 9725786549 4335620692 5390165830 0
73 127 1113.934653 130 8.568728 9317130055 4148823215 5168306813 0
74 127 1306.933091 132 9.901008 12435998419 5528960298 6907038094 0
75 127 834.428207 134 6.227076 17119288169 7596645009 9522643133 0
76 127 720.057635 136 5.294541 19652969749 8708096276 10944873446 0
77 127 478.567589 138 3.467881 13361510813 5910552537 7450958249 0
78 127 700.581395 140 5.004153 15221853472 6721447573 8500405872 0
79 127 381.713859 142 2.688126 10738156873 4727744398 6010412448 0
80 127 914.674194 144 6.351904 17135684467 7524510560 9611173880 0
81 127 353.554155 146 2.421604 9352247768 4097241391 5255006350 0
82 127 317.063050 148 2.142318 8917302148 3898603710 5018698411 0
83 127 242.535704 150 1.616905 7360420210 3209475439 4150944744 0
84 127 205.773946 152 1.353776 6291100925 2734318510 3556782388 0
85 127 232.014705 154 1.506589 6163286217 2670515245 3492770945 0
86 127 213.168023 156 1.366462 7075007582 3055360487 4019647068 0
87 127 200.018272 158 1.265938 6458674821 2778030948 3680643846 0
88 127 209.476985 160 1.309231 7209681682 3090151361 4119530294 0
89 127 189.944577 162 1.172497 5891128203 2515597600 3375530576 0
90 127 268.434802 164 1.636798 6139545159 2617387122 3522158010 0
91 127 185.372241 166 1.116700 4991839133 2118019342 2873819764 0
92 127 176.067325 168 1.048020 5911112137 2506603503 3404508607 0
93 127 282.249953 170 1.660294 7248379882 3065251947 4183127908 0
94 127 179.624815 172 1.044330 5806142405 2442854641 3363287737 0
95 127 296.839100 174 1.705972 7710101401 3228579155 4481522219 0
96 127 558.885341 176 3.175485 12568066454 5251313006 7316753421 0
97 127 243.302185 178 1.366866 8395235164 3501580230 4893654907 0
98 127 277.624158 180 1.542356 7694167242 3198011119 4496156096 0
99 127 220.355701 182 1.210746 5971994711 2467461217 3504533467 0
100 127 207.539669 184 1.127933 6242475835 2568673346 3673802462 0
101 127 199.171965 186 1.070817 7476846810 3060590608 4416256175 0
102 127 207.338204 188 1.102863 6938237098 2832893038 4105344033 0
103 127 271.293245 190 1.427859 7609646833 3103263506 4506383300 0
104 127 204.270108 192 1.063907 7994125678 3240823860 4753301791 0
105 127 232.721188 194 1.199594 7471898057 3011379635 4460518395 0
106 127 173.908724 196 0.887289 6326713657 2536420020 3790293610 0
107 127 280.050517 198 1.414397 6998726442 2803053749 4195672666 0
108 127 319.447663 200 1.597238 6932349910 2750196248 4182153635 0
109 127 191.128739 202 0.946182 7860601792 3102853259 4757748506 0
110 127 256.753277 204 1.258594 6834652926 2692416410 4142236489 0
111 127 373.512681 206 1.813168 8603027970 3363734939 5239293004 0
112 127 585.971525 208 2.817171 11743442040 4569931684 7173510329 0
113 127 362.280872 210 1.725147 10049694846 3880113931 6169580888 0
114 127 333.132985 212 1.571382 10000842384 3835749502 6165092855 0
115 127 244.746323 214 1.143674 7989419511 3051925433 4937494051 0
116 127 252.535924 216 1.169148 7466641370 2824729709 4641911634 0
117 127 261.656508 218 1.200259 7682294524 2908030626 4774263871 0
118 127 166.404901 220 0.756386 5923616858 2223804339 3699812492 0
119 127 282.009096 222 1.270311 7977847326 2979420187 4998427112 0
120 127 226.626824 224 1.011727 7567468100 2803412737 4764055336 0
121 127 165.178643 226 0.730879 6619601435 2434463672 4185137736 0
122 127 246.433736 228 1.080850 8959799520 3294897324 5664902169 0
123 127 235.049505 230 1.021954 9147925856 3334556439 5813369390 0
124 127 222.195762 232 0.957740 8069796391 2915200214 5154596150 0
125 127 262.193075 234 1.120483 8909123302 3206602410 5702520865 0
126 127 327.574995 236 1.388030 8333172277 2982635858 5350536392 0
127 127 360.827325 237 1.522478 10312468088 3696993781 6615474280 0
26402.4
