q q_max q_time hits q_time/hits k accept_counter reject_counter sampled_ratio/numer_working_threads
0 127 0.045710 1 0.045710 2550582 2550555 0 1
1 127 0.046233 1 0.046233 2550582 2550555 0 1
2 127 0.090798 2 0.045399 5141388 3467032 1674329 0
3 127 0.137398 3 0.045799 7773781 4666588 3107166 0
4 127 0.246314 5 0.049263 13341713 6533105 6808581 0
5 127 0.291690 6 0.048615 15940396 8011016 7929353 0
6 127 0.447884 8 0.055985 22969361 10721334 12248000 0
7 127 0.489034 9 0.054337 24833292 11910045 12923220 0
8 127 0.697536 11 0.063412 31916530 14543378 17373125 0
9 127 1.087244 13 0.083634 47322805 21506714 25816064 0
10 127 0.905795 14 0.064700 44963027 20665650 24297350 0
11 127 1.183117 16 0.073945 53149569 23993482 29156060 0
12 127 1.910319 18 0.106129 71843977 32213132 39630818 0
13 127 1.372170 19 0.072219 60913193 27788540 33124626 0
14 127 1.684884 21 0.080233 67554451 30165816 37388608 0
15 127 2.102935 23 0.091432 88735855 39822003 48913825 0
16 127 3.924764 25 0.156991 137054873 61287819 75767027 0
17 127 2.460001 26 0.094615 104700452 47699327 57001098 0
18 127 2.761052 28 0.098609 118495306 53349334 65145945 0
19 127 4.135266 30 0.137842 156530057 70652104 85877926 0
20 127 6.374857 32 0.199214 219513465 99486261 120027177 0
21 127 4.249878 33 0.128784 154281172 70614257 83666888 0
22 127 5.235535 35 0.149587 163766259 74218910 89547322 0
23 127 5.762075 37 0.155732 219010643 98372512 120638104 0
24 127 11.556493 39 0.296320 325638419 146891104 178747288 0
25 127 25.242296 41 0.615666 857264818 387152014 470112777 0
26 127 5.733280 42 0.136507 257311504 116783486 140527991 0
27 127 7.669636 44 0.174310 269396562 121486339 147910196 0
28 127 9.391802 46 0.204170 343615458 155886281 187729150 0
29 127 17.779366 48 0.370403 491326471 221592356 269734088 0
30 127 41.815907 50 0.836318 1107067521 498965484 608102010 0
31 127 6.333079 51 0.124178 269313664 122725392 146588245 0
32 127 8.096979 53 0.152773 312550349 140624833 171925489 0
33 127 9.099831 55 0.165451 359311110 160932384 198378699 0
34 127 19.394890 57 0.340261 715872725 323881362 391991336 0
35 127 38.421619 59 0.651214 1073519021 486253014 587265980 0
36 127 136.525544 61 2.238124 2836465921 1294650710 1541815184 0
37 127 11.454745 62 0.184754 423464890 192474509 230990354 0
38 127 14.333193 64 0.223956 556958458 253414927 303543504 0
39 127 16.923868 66 0.256422 677998096 309476078 368521991 0
40 127 28.938168 68 0.425561 961185826 438890075 522295724 0
41 127 75.285217 70 1.075503 2297788043 1048255761 1249532255 0
42 127 193.013527 72 2.680743 2798924684 1272723997 1526200660 0
43 127 13.059529 73 0.178898 531717460 243349124 288368309 0
44 127 19.422653 75 0.258969 780327983 356035091 424292865 0
45 127 35.773095 77 0.464586 1058231067 482338539 575892501 0
46 127 53.431394 79 0.676347 1648128428 751703611 896424790 0
47 127 73.570431 81 0.908277 2185594345 997019453 1188574865 0
48 127 146.258979 83 1.762156 4186107922 1906003369 2280104526 0
49 127 397.652503 85 4.678265 4557387931 2072546891 2484841013 0
50 127 22.102868 86 0.257010 822419562 375932030 446487505 0
51 127 38.525229 88 0.437787 869751072 396536768 473214277 0
52 127 40.582040 90 0.450912 1381205826 627684244 753521555 0
53 127 78.787295 92 0.856384 2420117324 1100618601 1319498696 0
54 127 101.014435 94 1.074622 3256190647 1480329110 1775861510 0
55 127 210.192653 96 2.189507 4383739928 1993469978 2390269923 0
56 127 588.282281 98 6.002880 7125994008 3252074633 3873919348 0
57 127 34.024813 99 0.343685 1067302925 487616902 579685996 0
58 127 35.214314 101 0.348657 1226202382 557025260 669177095 0
59 127 55.251750 103 0.536425 1827671287 831220494 996450766 0
60 127 100.460185 105 0.956764 2627709343 1190877925 1436831391 0
61 127 125.409265 107 1.172049 4443443542 2010880739 2432562776 0
62 127 304.679186 109 2.795222 6186737621 2805639710 3381097884 0
63 127 550.092350 111 4.955787 6589156560 2984744772 3604411761 0
64 127 1490.017564 113 13.185996 8819959895 3987784172 4832175696 0
65 127 51.690689 114 0.453427 1815555817 820036651 995519139 0
66 127 97.010052 116 0.836294 2914999613 1314194907 1600804679 0
67 127 110.932176 118 0.940103 2871416654 1293218339 1578198288 0
68 127 140.848678 120 1.173739 4960440801 2227224695 2733216079 0
69 127 259.893274 122 2.130273 5623224591 2523564190 3099660374 0
70 127 305.430157 124 2.463146 7001826352 3142894486 3858931839 0
71 127 783.978001 126 6.222048 11254058393 5040724075 6213334291 0
72 127 846.881265 128 6.616260 4527042020 2025085867 2501956126 0
73 127 802.374977 130 6.172115 8496579237 3791833055 4704746155 0
74 127 1133.793364 132 8.589344 16285290472 7269518130 9015772315 0
75 127 603.008341 134 4.500062 11995261900 5343633292 6651628581 0
76 127 657.504446 136 4.834592 19257002101 8556882761 10700119313 0
