q q_max q_time hits q_time/hits k accept_counter reject_counter sampled_ratio/numer_working_threads
77 127 998.596319 138 7.236205 17026480617 7554995678 9471484912 0
78 127 502.170640 140 3.586933 13847421201 6112830746 7734590428 0
79 127 431.423717 142 3.038195 12414138977 5474116470 6940022480 0
80 127 705.435604 144 4.898858 14869684389 6559664437 8310019925 0
81 127 435.294848 146 2.981472 12949002122 5691255636 7257746459 0
82 127 320.622202 148 2.166366 9435643581 4129626846 5306016708 0
83 127 342.785433 150 2.285236 8555185120 3743751365 4811433728 0
84 127 327.472179 152 2.154422 9508125417 4149970593 5358154797 0
85 127 254.462538 154 1.652354 7702950898 3345313694 4357637177 0
86 127 193.953777 156 1.243293 6229743473 2701485669 3528257777 0
87 127 237.244056 158 1.501545 8257573602 3565910942 4691662633 0
88 127 245.673603 160 1.535460 7891341378 3392458415 4498882936 0
89 127 216.778898 162 1.338141 6849567811 2933270128 3916297656 0
90 127 207.428655 164 1.264809 6225830408 2658076307 3567754074 0
91 127 205.776286 166 1.239616 6630233801 2823774560 3806459214 0
92 127 179.552963 168 1.068768 5628063294 2388939141 3239124126 0
93 127 180.605156 170 1.062383 6268850310 2652166439 3616683844 0
94 127 195.439012 172 1.136273 6210768566 2613148989 3597619550 0
95 127 322.666782 174 1.854407 9238472311 3871970672 5366501612 0
96 127 283.166495 176 1.608901 5985648330 2504214812 3481433491 0
97 127 364.200204 178 2.046069 10200540498 4247206050 5953334421 0
98 127 333.160319 180 1.850891 7298714951 3027914710 4270800214 0
99 127 278.522416 182 1.530343 6941750627 2872021663 4069728937 0
100 127 222.166006 184 1.207424 5959890002 2451906056 3507983919 0
101 127 234.786611 186 1.262294 6848481967 2813388193 4035093747 0
102 127 218.576286 188 1.162640 6653310421 2719559020 3933751374 0
103 127 237.814039 190 1.251653 7949502451 3231569736 4717932688 0
104 127 188.174253 192 0.980074 6877715947 2780530433 4097185487 0
105 127 217.343368 194 1.120327 6805856842 2740998074 4064858741 0
106 127 317.566563 196 1.620238 7978753173 3193830164 4784922982 0
107 127 282.683437 198 1.427694 6648240961 2650064402 3998176532 0
108 127 196.489819 200 0.982449 7163317970 2837635041 4325682902 0
109 127 204.418112 202 1.011971 6355939462 2508563221 3847376214 0
110 127 307.426117 204 1.506991 8864871750 3486185345 5378686378 0
111 127 374.605383 206 1.818473 9411501063 3684214495 5727286541 0
112 127 568.852951 208 2.734870 11749663705 4564341715 7185321963 0
113 127 440.110900 210 2.095766 11684192522 4518230996 7165961499 0
114 127 284.008886 212 1.339665 8200819511 3156195994 5044623490 0
115 127 237.947406 214 1.111904 8088815949 3092200711 4996615211 0
116 127 223.925239 216 1.036691 7487417524 2840700872 4646716625 0
117 127 256.077361 218 1.174667 7659122396 2892810309 4766312060 0
118 127 277.477215 220 1.261260 7771934006 2928136186 4843797793 0
119 127 200.912243 222 0.905010 7684854284 2866430752 4818423505 0
120 127 251.231032 224 1.121567 9175413208 3400900685 5774512496 0
121 127 226.316375 226 1.001400 8654273166 3183840075 5470433064 0
122 127 276.529184 228 1.212847 9072248879 3318387229 5753861623 0
123 127 277.655446 230 1.207198 7448223782 2720865821 4727357934 0
124 127 246.811100 232 1.063841 8868473916 3202812664 5665661225 0
125 127 241.678212 234 1.032813 9275944705 3330991346 5944953332 0
126 127 279.783638 236 1.185524 8019462337 2869449417 5150012893 0
127 127 294.101808 237 1.240936 10346329066 3694872731 6651456308 0
26379.9
