q q_max q_time hits q_time/hits k accept_counter reject_counter sampled_ratio/numer_working_threads
41 127 61.399815 70 0.877140 2097978120 957295978 1140682115 0
42 127 140.250445 72 1.947923 2554978373 1157659392 1397318954 0
43 127 19.095265 73 0.261579 581800578 266035729 315764822 0
44 127 20.429567 75 0.272394 642055539 291997909 350057603 0
45 127 30.755833 77 0.399426 957029235 434520917 522508291 0
46 127 53.705052 79 0.679811 1443268798 657322812 785945959 0
47 127 70.194123 81 0.866594 1859500039 845357225 1014142787 0
48 127 127.272109 83 1.533399 3501486073 1599492650 1901993396 0
49 127 311.981478 85 3.670370 4934755551 2239106596 2695648928 0
50 127 19.741392 86 0.229551 717736752 325614921 392121804 0
51 127 27.153541 88 0.308563 1034894761 473388047 561506687 0
52 127 40.136576 90 0.445962 1395760362 635203543 760556792 0
53 127 107.477278 92 1.168231 2604851470 1183231039 1421620404 0
54 127 119.359868 94 1.269786 3256265918 1479630651 1776635240 0
55 127 201.961120 96 2.103762 5142353333 2328863993 2813489313 0
56 127 624.797760 98 6.375487 7834928096 3554844751 4280083318 0
57 127 36.235939 99 0.366020 1269208875 577221209 691987639 0
58 127 39.038910 101 0.386524 1365482607 622404718 743077862 0
59 127 47.158680 103 0.457851 1639272094 746317945 892954122 0
60 127 112.706782 105 1.073398 2912482546 1322186051 1590296468 0
61 127 118.042647 107 1.103202 3294001059 1492444092 1801556940 0
62 127 345.468927 109 3.169440 7509826078 3392101087 4117724964 0
63 127 584.214031 111 5.263189 8070900477 3657112922 4413787528 0
64 127 832.317523 113 7.365642 4941661573 2237598187 2704063359 0
65 127 45.042801 114 0.395112 1620762136 732674386 888087723 0
66 127 63.912379 116 0.550969 2721370115 1228833269 1492536819 0
67 127 100.992850 118 0.855872 2708895302 1218443385 1490451890 0
68 127 171.102774 120 1.425856 5531282421 2492387833 3038894561 0
69 127 212.344876 122 1.740532 5300534261 2385552847 2914981387 0
70 127 290.756029 124 2.344807 6535940334 2926823618 3609116689 0
71 127 758.963851 126 6.023523 14944490244 6696959275 8247530942 0
72 127 1327.908089 128 10.374282 13864397260 6202508106 7661889127 0
73 127 1478.225541 130 11.370966 7940469253 3546760603 4393708623 0
74 127 1114.014600 132 8.439505 12443717028 5548629464 6895087537 0
75 127 1231.642131 134 9.191359 20829333479 9287244357 11542089095 0
76 127 578.533343 136 4.253922 13232767961 5884108370 7348659564 0
77 127 647.626587 138 4.692946 16524896031 7338642014 9186253990 0
78 127 576.490698 140 4.117791 15362668614 6799399767 8563268820 0
79 127 455.427871 142 3.207239 12439662559 5481687878 6957974654 0
80 127 742.807734 144 5.158387 12864356449 5659251749 7205104673 0
81 127 308.421217 146 2.112474 10356623322 4543350840 5813272455 0
82 127 271.738406 148 1.836070 6678865951 2921438364 3757427560 0
83 127 202.411626 150 1.349411 8043847055 3505366020 4538481008 0
84 127 207.513462 152 1.365220 7168847791 3109376142 4059471622 0
85 127 182.566233 154 1.185495 5834780654 2533256489 3301524138 0
86 127 261.703015 156 1.677583 6750884941 2915656196 3835228718 0
87 127 231.093227 158 1.462615 7304422952 3140617586 4163805339 0
88 127 197.101589 160 1.231885 4521088794 1938229697 2582859070 0
89 127 121.460698 162 0.749757 4793159437 2053175198 2739984212 0
90 127 148.384921 164 0.904786 5488533971 2341993777 3146540167 0
91 127 187.692027 166 1.130675 7207694384 3062970316 4144724041 0
92 127 163.596141 168 0.973787 6412341962 2717822610 3694519325 0
93 127 320.632494 170 1.886073 7810853602 3297225152 4513628423 0
94 127 170.664460 172 0.992235 6198105609 2607271434 3590834148 0
95 127 365.454575 174 2.100314 10727891053 4500859762 6227031264 0
96 127 446.293627 176 2.535759 10063285613 4209378120 5853907466 0
97 127 251.620865 178 1.413600 7253037187 3021253694 4231783466 0
98 127 372.256951 180 2.068094 8558726021 3556036705 5002689289 0
99 127 244.871941 182 1.345450 8171342295 3383316127 4788026141 0
100 127 214.167029 184 1.163951 6402677043 2629744732 3772932284 0
101 127 227.860538 186 1.225057 6706275940 2757285947 3948989966 0
102 127 239.423625 188 1.273530 6615606885 2700515369 3915091489 0
103 127 219.318252 190 1.154307 6522997854 2656265994 3866731833 0
104 127 175.023597 192 0.911581 6288741406 2542067918 3746673461 0
105 127 179.306699 194 0.924261 5835180523 2352450028 3482730468 0
106 127 276.481978 196 1.410622 8195247784 3284950271 4910297486 0
107 127 264.497545 198 1.335846 8006480260 3192698842 4813781391 0
108 127 244.826751 200 1.224134 6386445498 2536500610 3849944861 0
109 127 182.052192 202 0.901248 6310241479 2488311264 3821930188 0
110 127 206.752025 204 1.013490 7914735160 3105379424 4809355709 0
111 127 353.960648 206 1.718256 7962553046 3111968348 4850584671 0
112 127 792.116936 208 3.808254 14216081466 5513408398 8702673041 0
113 127 336.285981 210 1.601362 10225889429 3956325808 6269563594 0
114 127 292.034056 212 1.377519 7661250228 2952175491 4709074710 0
115 127 346.379629 214 1.618596 8555587374 3270833448 5284753899 0
116 127 233.321489 216 1.080192 8306191987 3145553017 5160638943 0
117 127 253.094943 218 1.160986 8156107002 3073323332 5082783643 0
118 127 213.721347 220 0.971461 7369121866 2758129076 4610992763 0
119 127 196.530673 222 0.885273 7384566134 2750449685 4634116422 0
120 127 254.540842 224 1.136343 8487254487 3146813073 5340441387 0
121 127 283.602262 226 1.254877 7008323092 2573264791 4435058274 0
122 127 195.567030 228 0.857750 6759095027 2469352283 4289742717 0
123 127 195.014256 230 0.847888 6788070727 2466796258 4321274442 0
124 127 250.036888 232 1.077745 7886590206 2844214329 5042375850 0
125 127 365.285637 234 1.561050 9500655136 3414818941 6085836168 0
126 127 233.041772 236 0.987465 7786938067 2782294182 5004643858 0
127 127 234.526518 237 0.989563 8346498222 2976361521 5370136674 0
26489.5
