q q_max q_time hits q_time/hits k accept_counter reject_counter sampled_ratio/numer_working_threads
0 127 0.045595 1 0.045595 2550582 2550555 0 1
1 127 0.046089 1 0.046089 2550582 2550555 0 1
2 127 0.090845 2 0.045422 5144370 3473904 1670439 0
3 127 0.137772 3 0.045924 7771638 4683047 3088564 0
4 127 0.276983 5 0.055397 13903476 6833852 7069597 0
5 127 0.295876 6 0.049313 15998065 8052222 7945816 0
6 127 0.433306 8 0.054163 22426297 10499695 11926575 0
7 127 0.457979 9 0.050887 24515057 11730772 12784258 0
8 127 0.608096 11 0.055281 31407019 14289655 17117337 0
9 127 1.195492 13 0.091961 46351451 21087780 25263644 0
10 127 0.958224 14 0.068445 43948502 20307838 23640637 0
11 127 1.275129 16 0.079696 56479478 25599562 30879889 0
12 127 1.783257 18 0.099070 72187084 32389422 39797635 0
13 127 1.381212 19 0.072695 64140956 29130756 35010173 0
14 127 1.357690 21 0.064652 68074306 30464801 37609478 0
15 127 2.192378 23 0.095321 90629067 40733939 49895101 0
16 127 4.666012 25 0.186640 156433786 70353612 86080147 0
17 127 2.495476 26 0.095980 107128864 48954374 58174463 0
18 127 2.527047 28 0.090252 111946521 50133474 61813020 0
19 127 5.050463 30 0.168349 174097189 78461059 95636103 0
20 127 7.661392 32 0.239418 237516931 106734338 130782566 0
21 127 3.229226 33 0.097855 136112404 61258192 74854185 0
22 127 4.374400 35 0.124983 181484431 81568220 99916184 0
23 127 5.125796 37 0.138535 217624277 97849078 119775172 0
24 127 9.514973 39 0.243974 329960202 148194309 181765866 0
25 127 24.968908 41 0.608998 607502068 273376904 334125137 0
26 127 5.068095 42 0.120669 205277745 92753121 112524597 0
27 127 6.813223 44 0.154846 273373653 123637272 149736354 0
28 127 11.155908 46 0.242520 388975443 176731943 212243473 0
29 127 13.383970 48 0.278833 411499219 185760393 225738799 0
30 127 34.338726 50 0.686775 914623847 412369950 502253870 0
31 127 7.631448 51 0.149636 317817083 143586391 174230665 0
32 127 7.512596 53 0.141747 282930847 127743377 155187443 0
33 127 15.326333 55 0.278661 506037818 229239179 276798612 0
34 127 18.858106 57 0.330844 611446734 277071941 334374766 0
35 127 37.407771 59 0.634030 964060607 436320957 527739623 0
36 127 171.293336 61 2.808087 3281794025 1489379781 1792414217 0
37 127 8.167571 62 0.131735 349212165 159060714 190151424 0
38 127 15.116989 64 0.236203 472518381 214097150 258421204 0
39 127 17.610573 66 0.266827 534414548 242396563 292017958 0
40 127 36.437799 68 0.535850 977790870 443052958 534737885 0
