q q_max q_time hits q_time/hits k accept_counter reject_counter sampled_ratio/numer_working_threads
0 127 0.047723 1 0.047723 2550582 2550555 0 1
1 127 0.046053 1 0.046053 2550582 2550555 0 1
2 127 0.090995 2 0.045497 5136922 3469478 1667417 0
3 127 0.157319 3 0.052440 7802667 4726332 3076308 0
4 127 0.268535 5 0.053707 13941168 6997930 6943211 0
5 127 0.301011 6 0.050168 16101774 8198060 7903687 0
6 127 0.425674 8 0.053209 22083457 10238995 11844435 0
7 127 0.490185 9 0.054465 25662457 12421195 13241235 0
8 127 0.684418 11 0.062220 33502833 15376304 18126502 0
9 127 1.498805 13 0.115293 48379323 21824675 26554621 0
10 127 0.864576 14 0.061755 42192589 19456188 22736374 0
11 127 1.255824 16 0.078489 51692637 23324527 28368083 0
12 127 1.784374 18 0.099132 71940537 32462605 39477905 0
13 127 1.344594 19 0.070768 63580040 29045242 34534771 0
14 127 1.550763 21 0.073846 75990152 34203666 41786459 0
15 127 2.026443 23 0.088106 91412117 40993711 50418379 0
16 127 3.658487 25 0.146339 138994973 62660574 76334372 0
17 127 2.644393 26 0.101707 112432288 51284269 61147992 0
18 127 2.782184 28 0.099364 125017978 56124448 68893503 0
19 127 4.334416 30 0.144481 165543070 74800493 90742550 0
20 127 8.213932 32 0.256685 270921391 121499052 149422312 0
21 127 4.036201 33 0.122309 153708266 69838952 83869287 0
22 127 3.841937 35 0.109770 164810069 74214901 90595141 0
23 127 4.658915 37 0.125917 181379812 81912042 99467743 0
24 127 8.894251 39 0.228058 290812857 131527595 159285235 0
25 127 26.828914 41 0.654364 819530165 369712586 449817552 0
26 127 5.386071 42 0.128240 236722781 107845630 128877124 0
27 127 7.360111 44 0.167275 250668763 112883763 137784973 0
28 127 9.915299 46 0.215550 372137053 167786987 204350039 0
29 127 18.088286 48 0.376839 603910623 272615651 331294945 0
30 127 32.503078 50 0.650062 1084622221 490370838 594251356 0
31 127 7.247326 51 0.142104 300936285 135827260 165108998 0
32 127 9.398605 53 0.177332 324534136 146124790 178409319 0
33 127 14.212350 55 0.258406 360762628 163009744 197752857 0
34 127 16.377915 57 0.287332 459993083 207976766 252016290 0
35 127 33.067965 59 0.560474 1080376123 486097176 594278920 0
36 127 129.932255 61 2.130037 3096510124 1405216457 1691293640 0
37 127 10.847462 62 0.174959 414175654 188102869 226072758 0
38 127 15.393486 64 0.240523 532302359 241617542 290684790 0
39 127 18.672755 66 0.282921 736825648 334187232 402638389 0
40 127 28.855945 68 0.424352 728304112 329555298 398748787 0
41 127 56.741820 70 0.810597 1726095704 783136969 942958708 0
42 127 187.254417 72 2.600756 3493278226 1584845552 1908432647 0
43 127 14.625486 73 0.200349 556364756 254034159 302330570 0
44 127 21.397416 75 0.285299 664401627 301505237 362896363 0
45 127 24.322016 77 0.315870 724639464 327786492 396852945 0
46 127 31.448605 79 0.398084 1170479359 532678429 637800903 0
47 127 104.470114 81 1.289754 2101431786 954808149 1146623610 0
48 127 151.310319 83 1.823016 4322552908 1973990292 2348562589 0
49 127 411.709576 85 4.843642 6885736040 3128756907 3756979106 0
50 127 26.207112 86 0.304734 892624595 406292105 486332463 0
51 127 27.211563 88 0.309222 963400334 437839445 525560862 0
52 127 51.452057 90 0.571690 1467608707 666645539 800963141 0
53 127 105.632143 92 1.148175 2497216347 1138915078 1358301242 0
54 127 95.813999 94 1.019298 3434797134 1563695954 1871101153 0
55 127 260.155393 96 2.709952 4383311625 1991974598 2391337000 0
56 127 528.105175 98 5.388828 7926812979 3589905641 4336907311 0
57 127 30.492504 99 0.308005 1107091288 507578015 599513246 0
58 127 47.703577 101 0.472313 1462390562 663487397 798903138 0
59 127 73.730674 103 0.715832 1673219677 760219368 913000282 0
60 127 70.796838 105 0.674256 1954110248 882259428 1071850793 0
61 127 171.172848 107 1.599746 3937676921 1778846391 2158830503 0
62 127 295.153762 109 2.707833 5004806323 2264078688 2740727608 0
63 127 644.187850 111 5.803494 9735133074 4404369664 5330763383 0
64 127 1490.461989 113 13.189929 7689421851 3474152937 4215268887 0
65 127 47.873812 114 0.419946 1543223209 693792827 849430355 0
66 127 72.405691 116 0.624187 1743824023 787010516 956813480 0
67 127 79.155261 118 0.670807 2839627247 1276857559 1562769661 0
68 127 173.014791 120 1.441790 4121532573 1845254949 2276277597 0
69 127 261.785667 122 2.145784 6440483049 2894116195 3546366827 0
70 127 310.485199 124 2.503913 7354246252 3300311560 4053934665 0
71 127 638.270667 126 5.065640 12302154551 5496186464 6805968060 0
72 127 1562.180068 128 12.204532 14946638975 6671910285 8274728663 0
73 127 1452.367419 130 11.172057 15044401314 6713428839 8330972448 0
74 127 1283.117845 132 9.720590 21556726415 9600986747 11955739641 0
75 127 1193.538797 134 8.907006 22756833415 10141611883 12615221505 0
76 127 728.527570 136 5.356820 18020994727 8004193443 10016801257 0
77 127 461.018027 138 3.340710 15263520408 6767730241 8495790140 0
78 127 623.609430 140 4.454353 15295096551 6758299518 8536797006 0
79 127 534.531995 142 3.764310 13539154345 5969907488 7569246830 0
80 127 881.630882 144 6.122437 19001625274 8360568844 10641056403 0
81 127 452.905778 146 3.102094 10066248587 4419036010 5647212550 0
82 127 285.090039 148 1.926284 8295579039 3632798170 4662780842 0
83 127 241.636386 150 1.610909 6386072563 2788797773 3597274763 0
84 127 264.437980 152 1.739724 7455752741 3255995317 4199757397 0
85 127 259.290649 154 1.683706 7979139284 3467265135 4511874122 0
86 127 267.486257 156 1.714655 7763469061 3363466473 4400002561 0
87 127 234.429054 158 1.483728 5597313944 2414222690 3183091227 0
88 127 182.892924 160 1.143081 5658012013 2436393047 3221618939 0
89 127 156.158161 162 0.963939 5816787655 2493604711 3323182917 0
90 127 203.321182 164 1.239763 5314263518 2269301578 3044961913 0
91 127 233.901335 166 1.409044 6134301555 2612872206 3521429322 0
92 127 216.943299 168 1.291329 6435744234 2728311764 3707432443 0
93 127 166.513363 170 0.979490 6058975984 2561168105 3497807852 0
94 127 266.430107 172 1.549012 6892571324 2897680454 3994890843 0
95 127 250.751119 174 1.441098 6619170873 2774852401 3844318445 0
96 127 676.767747 176 3.845271 13439170076 5626377858 7812792191 0
97 127 404.443018 178 2.272152 11806813986 4925832241 6880981718 0
98 127 210.325598 180 1.168476 7357550390 3055555039 4301995324 0
99 127 242.745553 182 1.333767 7557209709 3128071830 4429137852 0
100 127 199.430934 184 1.083864 6856812213 2825283028 4031529158 0
101 127 209.578249 186 1.126765 7607013162 3119432871 4487580264 0
102 127 188.283075 188 1.001506 6708059856 2735111324 3972948505 0
103 127 199.601884 190 1.050536 6933827440 2815064313 4118763100 0
104 127 175.490210 192 0.914012 6058919610 2455966333 3602953250 0
