q q_max q_time hits q_time/hits k accept_counter reject_counter sampled_ratio/numer_working_threads
105 127 228.112765 194 1.175839 8343138648 3366239114 4976899507 0
106 127 209.690415 196 1.069849 7088985294 2840826059 4248159208 0
107 127 210.501485 198 1.063139 7223640496 2880963218 4342677251 0
108 127 213.526861 200 1.067634 7212022313 2860147580 4351874706 0
109 127 261.308970 202 1.293609 7279374445 2878293614 4401080804 0
110 127 238.604511 204 1.169630 7287231433 2862351218 4424880188 0
111 127 353.339047 206 1.715238 10722281808 4202720044 6519561737 0
112 127 803.575085 208 3.863342 15038661875 5843167767 9195494081 0
113 127 344.651267 210 1.641197 10532560607 4065162005 6467398575 0
114 127 268.854160 212 1.268180 7429148559 2863853297 4565295235 0
115 127 296.408028 214 1.385084 9411780122 3603266593 5808513502 0
116 127 268.537130 216 1.243227 6984077195 2653422350 4330654818 0
117 127 267.856450 218 1.228699 7127652908 2689817259 4437835622 0
118 127 246.174449 220 1.118975 7042410573 2644860773 4397549773 0
119 127 231.292540 222 1.041858 7383340028 2750945027 4632394974 0
120 127 211.750357 224 0.945314 8988433510 3328387199 5660046284 0
121 127 187.931904 226 0.831557 7513768321 2771191656 4742576638 0
122 127 227.559992 228 0.998070 9378510361 3442727744 5935782590 0
123 127 204.261425 230 0.888093 8452238373 3078932046 5373306300 0
124 127 280.096101 232 1.207311 8258850547 2996424164 5262426356 0
125 127 256.409147 234 1.095766 8518230730 3066684228 5451546475 0
126 127 240.154977 236 1.017606 7343662160 2625212382 4718449751 0
127 127 254.793680 237 1.075079 8482592089 3029921734 5452670328 0
28159.5
