q q_max q_time hits q_time/hits k accept_counter reject_counter sampled_ratio/numer_working_threads
0 127 0.070653 1 0.070653 2550582 2550555 0 1
1 127 0.046668 1 0.046668 2550582 2550555 0 1
2 127 0.091482 2 0.045741 5145857 3481331 1664499 0
3 127 0.137042 3 0.045681 7751342 4653111 3098204 0
4 127 0.284774 5 0.056955 13626808 6773696 6853085 0
5 127 0.312377 6 0.052063 16349508 8340201 8009280 0
6 127 0.435123 8 0.054390 22413639 10458462 11955150 0
7 127 0.470863 9 0.052318 25319395 12252031 13067337 0
8 127 0.611459 11 0.055587 32100524 14763602 17336895 0
9 127 1.089308 13 0.083793 43695517 19610630 24084860 0
10 127 0.972489 14 0.069463 44804527 20750782 24053718 0
11 127 1.221568 16 0.076348 51831117 23460532 28370558 0
12 127 1.885047 18 0.104725 73425157 32848619 40576511 0
13 127 1.493390 19 0.078599 66858846 30365309 36493510 0
14 127 1.888097 21 0.089909 76217303 34115110 42102166 0
15 127 2.442358 23 0.106189 95280735 42455991 52824717 0
16 127 3.892881 25 0.155715 160309806 71778628 88531151 0
17 127 2.514814 26 0.096724 103701249 46754760 56946462 0
18 127 3.424438 28 0.122301 122248232 54942407 67305798 0
19 127 4.128429 30 0.137614 161279807 72385026 88894754 0
20 127 11.724791 32 0.366400 307252727 139119781 168132919 0
21 127 3.649266 33 0.110584 157358794 71424951 85933816 0
22 127 4.549655 35 0.129990 169781279 76620507 93160745 0
23 127 5.482826 37 0.148184 209047461 93264723 115782711 0
24 127 11.827463 39 0.303268 347923414 157154359 190769028 0
25 127 25.783727 41 0.628871 856094405 387442755 468651623 0
26 127 5.504202 42 0.131052 222376028 100186886 122189115 0
27 127 7.657821 44 0.174041 266067058 119248586 146818445 0
28 127 10.737458 46 0.233423 364674025 164865867 199808131 0
29 127 14.866733 48 0.309724 458149201 205417035 252732139 0
30 127 35.104920 50 0.702098 1200386094 541007742 659378325 0
31 127 7.331371 51 0.143752 262272046 118337997 143934022 0
32 127 8.972679 53 0.169296 315410991 142724580 172686384 0
33 127 13.335993 55 0.242473 431494395 195457105 236037263 0
34 127 23.935865 57 0.419927 731516175 329534154 401981994 0
35 127 39.366804 59 0.667234 948586112 428779664 519806421 0
36 127 90.600922 61 1.485261 1922541023 870771426 1051769570 0
37 127 13.238877 62 0.213530 357945917 161513758 196432132 0
38 127 13.839730 64 0.216246 500073579 227104143 272969409 0
39 127 16.526257 66 0.250398 670594004 304644671 365949306 0
40 127 26.985461 68 0.396845 829858934 375885600 453973307 0
41 127 74.570853 70 1.065298 1619463522 736269300 883194195 0
42 127 147.572268 72 2.049615 3535463487 1608980592 1926482868 0
43 127 14.899769 73 0.204106 554647467 251263234 303384206 0
44 127 24.949566 75 0.332661 812076637 371522056 440554554 0
45 127 30.074230 77 0.390574 821545775 373845375 447700373 0
46 127 42.023911 79 0.531948 1598446369 728738966 869707376 0
47 127 75.234382 81 0.928820 2095633020 951178722 1144454271 0
48 127 123.196744 83 1.484298 2891605441 1311041895 1580563519 0
49 127 460.203030 85 5.414153 4505909257 2042475262 2463433968 0
50 127 28.067164 86 0.326362 851081796 388682012 462399757 0
51 127 24.849794 88 0.282384 866922688 394888461 472034200 0
52 127 40.854060 90 0.453934 1481763523 673458054 808305442 0
53 127 65.038020 92 0.706935 2188081942 993325841 1194756074 0
54 127 122.146222 94 1.299428 3396223532 1542877209 1853346296 0
55 127 198.103938 96 2.063583 5401719142 2453043444 2948675671 0
56 127 632.956327 98 6.458738 7386457671 3351899894 4034557750 0
57 127 30.094926 99 0.303989 1145477440 519141968 626335445 0
58 127 32.200839 101 0.318820 1240800719 562564532 678236160 0
59 127 54.319906 103 0.527378 2023081092 916508798 1106572267 0
60 127 83.716744 105 0.797302 2661905738 1203780313 1458125398 0
61 127 147.413327 107 1.377695 4369598472 1978151617 2391446828 0
62 127 187.741065 109 1.722395 5030979063 2275590640 2755388396 0
63 127 488.609150 111 4.401884 5859320952 2648467188 3210853737 0
