q q_max q_time hits q_time/hits k accept_counter reject_counter sampled_ratio/numer_working_threads
64 127 2193.025737 113 19.407307 10273663774 4645972262 5627691485 0
65 127 48.857055 114 0.428571 1541854512 695744617 846109868 0
66 127 95.044305 116 0.819347 2157592512 971736074 1185856411 0
67 127 85.207130 118 0.722094 2619293622 1178410381 1440883214 0
68 127 144.853081 120 1.207109 3949944114 1776240552 2173703535 0
69 127 170.563583 122 1.398062 5312358782 2387254493 2925104262 0
70 127 474.709910 124 3.828306 10026062163 4496125429 5529936707 0
71 127 680.944008 126 5.404318 13444678853 6030252005 7414426821 0
72 127 828.758087 128 6.474673 8926144067 3989528574 4936615466 0
73 127 2193.967915 130 16.876676 16909825709 7549861273 9359964409 0
74 127 1133.728663 132 8.588854 16955580199 7555904482 9399675690 0
75 127 949.256561 134 7.084004 16978729731 7542950537 9435779167 0
76 127 723.898488 136 5.322783 12865352429 5714404255 7150948147 0
77 127 539.833706 138 3.911838 15335140577 6797178990 8537961560 0
78 127 803.593147 140 5.739951 18388587764 8116400872 10272186865 0
79 127 472.906034 142 3.330324 11094507943 4875246402 6219261514 0
80 127 941.029802 144 6.534929 16800820950 7383821777 9416999146 0
81 127 315.137481 146 2.158476 9344847394 4095748112 5249099255 0
82 127 259.396138 148 1.752677 6934928193 3031482210 3903445956 0
83 127 218.695872 150 1.457972 7744861219 3379023314 4365837878 0
84 127 272.289313 152 1.791377 7709441626 3347567947 4361873652 0
85 127 344.207812 154 2.235116 9292820019 4033738730 5259081262 0
86 127 179.401618 156 1.150010 6908101386 2991887540 3916213819 0
87 127 193.442053 158 1.224317 6012279419 2594107940 3418171452 0
88 127 279.845454 160 1.749034 6764490947 2913608287 3850882633 0
89 127 173.614023 162 1.071692 6728801089 2879332189 3849468873 0
90 127 182.729180 164 1.114202 6297110886 2689846822 3607264037 0
91 127 180.844881 166 1.089427 5929710877 2515391883 3414318967 0
92 127 221.233920 168 1.316869 6073766488 2571535681 3502230780 0
93 127 218.319960 170 1.284235 6073798069 2567678788 3506119254 0
94 127 232.547304 172 1.352019 7654662518 3221756164 4432906327 0
95 127 287.552771 174 1.652602 8968830877 3763199679 5205631171 0
96 127 525.750896 176 2.987221 9544627149 3980370065 5564257057 0
97 127 250.771833 178 1.408831 7316957755 3041397311 4275560417 0
98 127 247.227462 180 1.373486 7230590229 2994296468 4236293734 0
99 127 267.588806 182 1.470268 6533119458 2701352313 3831767118 0
100 127 248.766977 184 1.351994 6293292711 2591439309 3701853375 0
101 127 223.723114 186 1.202812 6785792640 2777316430 4008476183 0
102 127 212.686666 188 1.131312 7422232145 3029434820 4392797298 0
103 127 255.510662 190 1.344793 8579745558 3482748388 5096997143 0
104 127 259.921590 192 1.353758 6519046598 2629409546 3889637025 0
105 127 200.904309 194 1.035589 5958020935 2391995052 3566025856 0
106 127 226.740572 196 1.156840 6822400072 2726013048 4096386997 0
107 127 232.716197 198 1.175334 6628349218 2642836471 3985512720 0
108 127 253.110440 200 1.265552 7265146473 2881035935 4384110511 0
109 127 286.010199 202 1.415892 8946521577 3528893045 5417628505 0
110 127 243.491798 204 1.193587 7405258483 2909801611 4495456845 0
111 127 289.170022 206 1.403738 9135296371 3569003938 5566292406 0
112 127 700.307473 208 3.366863 16852747021 6549427592 10303319402 0
113 127 386.972579 210 1.842727 7658794290 2959438978 4699355285 0
114 127 210.083295 212 0.990959 7314339448 2811974434 4502364987 0
115 127 358.555439 214 1.675493 8037508703 3068906247 4968602429 0
116 127 240.141672 216 1.111767 7665876536 2913858957 4752017552 0
117 127 290.210280 218 1.331240 7726236819 2915022877 4811213915 0
118 127 256.844536 220 1.167475 7650267298 2859920827 4790346444 0
119 127 247.732925 222 1.115914 8672464761 3234911096 5437553638 0
120 127 233.045268 224 1.040381 8464868798 3142455279 5322413492 0
121 127 242.798365 226 1.074329 8289247113 3057020839 5232226247 0
122 127 200.932153 228 0.881281 7151138765 2612706632 4538432106 0
123 127 261.499860 230 1.136956 8569371357 3118106150 5451265180 0
124 127 209.850736 232 0.904529 8702935967 3146497356 5556438584 0
125 127 282.260082 234 1.206240 8716259643 3140177672 5576081944 0
126 127 258.215451 236 1.094133 9381091762 3356660770 6024430965 0
127 127 357.932727 237 1.510265 10636354605 3797899880 6838454698 0
28548.4
