q q_max q_time hits q_time/hits k accept_counter reject_counter sampled_ratio/numer_working_threads
48 127 219.884574 83 2.649212 5238176977 2384421218 2853755732 0
49 127 476.867009 85 5.610200 6574906148 2990112881 3584793240 0
50 127 22.945379 86 0.266807 796045495 361407570 434637898 0
51 127 30.434555 88 0.345847 964462250 439306775 525155448 0
52 127 52.148444 90 0.579427 1365980983 622058166 743922790 0
53 127 80.533078 92 0.875360 2122345935 961202288 1161143620 0
54 127 85.512640 94 0.909709 2332784039 1060335076 1272448936 0
55 127 183.432821 96 1.910759 4816530866 2183610238 2632920601 0
56 127 771.957685 98 7.877119 6973833412 3154609752 3819223633 0
57 127 28.805212 99 0.290962 943568811 427904580 515664204 0
58 127 37.127897 101 0.367603 1296204982 586775095 709429860 0
59 127 43.426828 103 0.421620 1714117075 776318948 937798100 0
60 127 76.201693 105 0.725730 2606059663 1177962682 1428096954 0
61 127 129.520516 107 1.210472 3500786080 1585075781 1915710272 0
62 127 176.532071 109 1.619560 4948854144 2234521883 2714332234 0
63 127 506.982996 111 4.567414 7939427764 3579054920 4360372817 0
64 127 1618.367244 113 14.321834 13049001776 5883468709 7165533040 0
65 127 38.682776 114 0.339323 1473532256 664068077 809464152 0
66 127 68.716513 116 0.592384 2135774822 960273605 1175501190 0
67 127 70.641566 118 0.598657 2513196220 1128749325 1384446868 0
68 127 146.418133 120 1.220151 3812647192 1713335142 2099312023 0
69 127 219.578105 122 1.799821 5237466728 2353365315 2884101386 0
70 127 238.833448 124 1.926076 5740923223 2574174299 3166748897 0
71 127 754.182747 126 5.985577 12414249751 5551534164 6862715560 0
72 127 558.192955 128 4.360882 3533707486 1570721727 1962985732 0
73 127 896.975125 130 6.899809 6416784617 2861606950 3555177640 0
74 127 565.620697 132 4.285005 7976887602 3552676916 4424210659 0
75 127 930.447103 134 6.943635 21644231328 9615954750 12028276551 0
76 127 753.148994 136 5.537860 23229293484 10306478802 12922814655 0
77 127 474.665197 138 3.439603 10847795839 4797239614 6050556198 0
78 127 488.993633 140 3.492812 14086143742 6223704753 7862438962 0
79 127 543.846007 142 3.829901 15982112999 7047606252 8934506720 0
80 127 671.187885 144 4.661027 12528248596 5510499322 7017749247 0
81 127 478.252343 146 3.275701 12204067837 5355300506 6848767304 0
82 127 376.309139 148 2.542629 9367464312 4101800526 5265663759 0
83 127 259.468140 150 1.729788 8858666066 3870927347 4987738692 0
84 127 290.777773 152 1.913012 6677142754 2909995006 3767147721 0
85 127 266.345933 154 1.729519 7236714995 3148844992 4087869976 0
86 127 166.906937 156 1.069916 5726020102 2474296364 3251723711 0
87 127 229.510558 158 1.452598 6663962032 2873335910 3790626095 0
88 127 141.096798 160 0.881855 5994311355 2570441270 3423870058 0
89 127 165.382633 162 1.020880 5751069256 2467608809 3283460420 0
90 127 154.467791 164 0.941877 5713352423 2436359948 3276992448 0
91 127 256.539487 166 1.545419 6900536300 2940153913 3960382360 0
92 127 188.617247 168 1.122722 7081656656 3005293594 4076363035 0
93 127 164.675269 170 0.968678 5417491292 2290576946 3126914319 0
94 127 199.826312 172 1.161781 6202140315 2610497205 3591643083 0
95 127 256.283483 174 1.472894 8516855839 3572627167 4944228645 0
96 127 323.758074 176 1.839535 7465647657 3122627926 4343019704 0
97 127 266.255199 178 1.495816 8337670259 3476462981 4861207251 0
98 127 235.650778 180 1.309171 7644207647 3173149683 4471057937 0
99 127 231.560979 182 1.272313 6902121794 2856283672 4045838095 0
100 127 198.573482 184 1.079204 7036385223 2899381523 4137003673 0
101 127 284.082470 186 1.527325 7660874000 3145786015 4515087958 0
102 127 214.415782 188 1.140509 7071337011 2896439924 4174897060 0
103 127 182.851517 190 0.962376 6886518423 2805600488 4080917908 0
104 127 358.564381 192 1.867523 8020136303 3248093533 4772042743 0
105 127 254.720764 194 1.312994 7997883710 3226411502 4771472181 0
106 127 262.133971 196 1.337418 7110160431 2853767223 4256393181 0
107 127 195.683758 198 0.988302 7295373973 2905737499 4389636447 0
108 127 244.478776 200 1.222394 7538155180 2994765059 4543390094 0
109 127 266.642887 202 1.320014 7646189196 3022638649 4623550520 0
110 127 212.922836 204 1.043739 6429525733 2523879989 3905645717 0
111 127 400.340416 206 1.943400 13874706863 5426942490 8447764346 0
112 127 619.897923 208 2.980278 12825664476 4985027999 7840636450 0
113 127 301.710552 210 1.436717 7147164158 2757947428 4389216703 0
114 127 246.361051 212 1.162080 6725286550 2575250680 4150035843 0
115 127 270.016208 214 1.261758 7878867105 3001563865 4877303213 0
116 127 225.202746 216 1.042605 6842537170 2596940315 4245596828 0
117 127 262.050102 218 1.202065 7641377141 2882622113 4758755001 0
118 127 175.551376 220 0.797961 8100145386 3045816636 5054328723 0
119 127 224.445417 222 1.011015 8345229334 3109566993 5235662314 0
120 127 307.990075 224 1.374956 8114490425 3006259193 5108231205 0
121 127 254.184652 226 1.124711 8080945407 2969547496 5111397884 0
122 127 249.837484 228 1.095778 9835404106 3604806826 6230597253 0
123 127 192.909627 230 0.838738 8179144782 2976146593 5202998162 0
124 127 259.854491 232 1.120062 8525252574 3076650032 5448602515 0
125 127 299.001682 234 1.277785 9142660581 3285078143 5857582411 0
126 127 236.523759 236 1.002219 10055825187 3592840290 6462984870 0
127 127 308.860411 237 1.303208 9880574566 3511508184 6369066355 0
24949.4
