q q_max q_time hits q_time/hits k accept_counter reject_counter sampled_ratio/numer_working_threads
0 127 0.045277 1 0.045277 2550582 2550555 0 1
1 127 0.046054 1 0.046054 2550582 2550555 0 1
2 127 0.090804 2 0.045402 5144661 3477156 1667478 0
3 127 0.137419 3 0.045806 7790918 4685270 3105621 0
4 127 0.282876 5 0.056575 13994609 6981116 7013466 0
5 127 0.306415 6 0.051069 15988401 8043086 7945288 0
6 127 0.431834 8 0.053979 22217592 10271735 11945830 0
7 127 0.493615 9 0.054846 24518900 11679127 12839746 0
8 127 0.617916 11 0.056174 30521319 13821155 16700137 0
9 127 1.092902 13 0.084069 43466613 19605632 23860954 0
10 127 0.995326 14 0.071095 44839293 20982456 23856810 0
11 127 1.197562 16 0.074848 55290024 25203082 30086915 0
12 127 1.718266 18 0.095459 68795290 31002821 37792442 0
13 127 1.412839 19 0.074360 65547050 30038329 35508694 0
14 127 1.768810 21 0.084229 75659926 34146240 41513659 0
15 127 2.088726 23 0.090814 87328143 38715278 48612838 0
16 127 3.612888 25 0.144516 145085608 64806843 80278738 0
17 127 2.136631 26 0.082178 97241209 43724939 53516243 0
18 127 2.978037 28 0.106358 111461679 49787736 61673916 0
19 127 4.436310 30 0.147877 148149913 65982242 82167644 0
20 127 8.649210 32 0.270288 262346547 118418305 143928215 0
21 127 3.832634 33 0.116140 153851325 69623480 84227818 0
22 127 3.853469 35 0.110099 155242249 69784892 85457330 0
23 127 5.404635 37 0.146071 195269027 87710816 107558184 0
24 127 10.066329 39 0.258111 351809566 158905361 192904178 0
25 127 19.701995 41 0.480536 669418877 302147399 367271451 0
26 127 4.332446 42 0.103153 199542901 89718000 109824874 0
27 127 5.955663 44 0.135356 221608813 99753255 121855531 0
28 127 9.491014 46 0.206326 301965589 136300390 165665172 0
29 127 17.509972 48 0.364791 502552985 226369110 276183848 0
30 127 47.112049 50 0.942241 1343366137 606785162 736580948 0
31 127 7.218650 51 0.141542 273753770 124862046 148891697 0
32 127 8.360870 53 0.157752 328433472 149171201 179262244 0
33 127 11.172770 55 0.203141 390720452 176317381 214403044 0
34 127 24.115690 57 0.423082 739913337 336644437 403268873 0
35 127 48.133390 59 0.815820 1089225857 494216093 595009737 0
36 127 116.546235 61 1.910594 2094240043 951447649 1142792367 0
37 127 10.153730 62 0.163770 393874521 178224458 215650036 0
38 127 14.950296 64 0.233598 549630408 248544394 301085987 0
39 127 20.718579 66 0.313918 620485261 283024037 337461197 0
40 127 35.308864 68 0.519248 1313779037 597331263 716447747 0
41 127 44.451861 70 0.635027 1552962225 708942688 844019510 0
42 127 130.867090 72 1.817598 2944219562 1341029922 1603189613 0
43 127 13.909262 73 0.190538 530241067 241734413 288506627 0
44 127 16.803859 75 0.224051 574074326 261747067 312327232 0
45 127 26.465673 77 0.343710 828347753 377943644 450404082 0
46 127 45.454156 79 0.575369 1572759077 713941408 858817642 0
47 127 77.791521 81 0.960389 2413824389 1097145416 1316678946 0
48 127 148.644270 83 1.790895 3261864374 1483555310 1778309037 0
49 127 623.441474 85 7.334606 4569945916 2074442517 2495503372 0
50 127 20.211334 86 0.235016 698769850 316549695 382220128 0
51 127 30.263307 88 0.343901 1030621132 467679935 562941170 0
52 127 50.129715 90 0.556997 1519979972 690841225 829138720 0
53 127 59.294258 92 0.644503 1975262054 895255635 1080006392 0
54 127 99.255195 94 1.055906 2612242782 1182357151 1429885604 0
55 127 324.000451 96 3.375005 5364942008 2434003243 2930938738 0
56 127 599.083589 98 6.113098 8441220559 3833808926 4607411606 0
57 127 33.108048 99 0.334425 1035822351 469214854 566607470 0
58 127 36.556701 101 0.361948 1279236778 578279165 700957586 0
59 127 78.323670 103 0.760424 2163975489 980200413 1183775049 0
60 127 100.043681 105 0.952797 3093429331 1401642407 1691786897 0
61 127 177.940167 107 1.662992 4166841038 1883454942 2283386069 0
62 127 237.765856 109 2.181338 4469421423 2020318852 2449102544 0
63 127 950.389020 111 8.562063 10114946500 4567636264 5547310209 0
64 127 1406.180432 113 12.444075 7021004991 3168638544 3852366420 0
65 127 49.294015 114 0.432404 1623780900 729602811 894178062 0
66 127 77.548050 116 0.668518 2268297644 1023987517 1244310100 0
67 127 69.482914 118 0.588838 2467951212 1109846900 1358104285 0
68 127 128.879036 120 1.073992 3849622724 1730998392 2118624305 0
69 127 195.811435 122 1.605012 5079293626 2283922687 2795370912 0
70 127 458.444840 124 3.697136 9091924386 4071174752 5020749607 0
71 127 517.426436 126 4.106559 6224815599 2781774727 3443040845 0
72 127 800.810250 128 6.256330 7562851549 3380061649 4182789873 0
73 127 1630.417860 130 12.541676 23941592461 10686705883 13254886551 0
74 127 870.612372 132 6.595548 13381884327 5977930150 7403954150 0
75 127 1095.416067 134 8.174747 19273713970 8571006801 10702707142 0
76 127 403.414193 136 2.966281 10960806686 4868422557 6092384102 0
77 127 663.389779 138 4.807172 17371488727 7711738106 9659750594 0
78 127 524.746284 140 3.748188 14510925213 6403200571 8107724615 0
79 127 646.076722 142 4.549836 14733143119 6493321027 8239822065 0
80 127 1129.033565 144 7.840511 15963378272 7014597361 8948780884 0
81 127 429.617001 146 2.942582 13457200471 5903281238 7553919206 0
82 127 303.459137 148 2.050400 8782775788 3843910139 4938865622 0
83 127 247.619466 150 1.650796 8503950702 3711940315 4792010360 0
84 127 289.526082 152 1.904777 7706491448 3354291122 4352200299 0
85 127 267.037462 154 1.734009 6663335704 2886115503 3777220174 0
86 127 181.301305 156 1.162188 6324860670 2729701356 3595159287 0
87 127 275.756023 158 1.745291 8434747578 3637331959 4797415592 0
88 127 155.024205 160 0.968901 6605114035 2831431275 3773682733 0
89 127 247.906070 162 1.530284 6966629733 2983839632 3982790074 0
90 127 186.034427 164 1.134356 5535298370 2362174788 3173123555 0
91 127 188.946462 166 1.138232 7014279706 2984582214 4029697465 0
92 127 186.802954 168 1.111922 6025185840 2548108638 3477077175 0
93 127 220.211999 170 1.295365 7349984574 3105004801 4244979746 0
94 127 262.797030 172 1.527890 7275056380 3054510723 4220545630 0
95 127 280.017652 174 1.609297 8476719886 3549367373 4927352486 0
96 127 557.748547 176 3.169026 12488681261 5203291083 7285390151 0
97 127 259.195031 178 1.456152 7737382686 3213550510 4523832149 0
98 127 292.109740 180 1.622832 7842310170 3239533257 4602776886 0
99 127 203.513004 182 1.118203 6077063079 2508192118 3568870934 0
100 127 155.679548 184 0.846084 6582560795 2700144816 3882415952 0
101 127 174.971983 186 0.940710 6306213984 2578391834 3727822123 0
102 127 292.332643 188 1.554961 7132732969 2903601453 4229131489 0
103 127 176.201860 190 0.927378 6610873492 2678233727 3932639738 0
104 127 199.586746 192 1.039514 6520098294 2629939203 3890159064 0
105 127 218.262885 194 1.125066 6113399383 2455506533 3657892823 0
106 127 277.215985 196 1.414367 7917202628 3167389120 4749813481 0
107 127 253.013355 198 1.277845 7049001873 2806047813 4242954033 0
108 127 246.503972 200 1.232520 7497538122 2975065570 4522472525 0
109 127 326.409043 202 1.615886 8734472079 3444853717 5289618335 0
110 127 270.285624 204 1.324930 8305080213 3265107308 5039972878 0
111 127 329.307565 206 1.598580 8452556954 3302363455 5150193472 0
112 127 852.094344 208 4.096607 16708752814 6498351846 10210400941 0
113 127 333.252240 210 1.586915 9130012039 3531636155 5598375857 0
114 127 228.921902 212 1.079820 7780339637 2991206755 4789132855 0
115 127 240.876089 214 1.125589 7502356951 2870262741 4632094183 0
116 127 203.556102 216 0.942389 7094223051 2695320797 4398902227 0
117 127 320.158095 218 1.468615 9430626289 3568097467 5862528795 0
118 127 195.484442 220 0.888566 6896285554 2580613811 4315671716 0
119 127 200.586265 222 0.903542 7666727137 2855361772 4811365338 0
120 127 198.442807 224 0.885905 7956772696 2957229040 4999543629 0
121 127 246.171312 226 1.089254 7700807071 2829199412 4871607632 0
122 127 258.374093 228 1.133220 8834664096 3236202877 5598461192 0
123 127 229.131326 230 0.996223 7521755169 2734554060 4787201082 0
124 127 214.580734 232 0.924917 7788618105 2815763322 4972854756 0
125 127 334.556593 234 1.429729 8433990230 3028128878 5405861325 0
126 127 351.224739 236 1.488240 9478105878 3395684296 6082421555 0
127 127 317.313201 237 1.338874 11708696394 4182786196 7525910171 0
27729
