f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 0.342276 90000 3253 3507.917174
1+1E-0.187942 1+1E-6 0.150791 40000 1472 1559.074300
1+1E-0.546643 1+1E-6 0.074713 20000 712 779.537150
1+1E-0.875664 1+1E-6 0.112129 30000 1089 1169.305725
1+1E-1.190478 1+1E-6 0.111170 30000 1087 1169.305725
1+1E-1.498346 1+1E-6 0.185032 50000 1785 1948.842875
1+1E-1.802783 1+1E-6 0.110618 30000 1055 1169.305725
1+1E-2.105512 1+1E-6 0.259339 70000 2461 2728.380024
1+1E-2.407391 1+1E-6 0.405999 110000 3933 4287.454324
1+1E-2.708846 1+1E-6 0.741022 200000 7168 7795.371498
1+1E-3.010088 1+1E-6 0.553726 150000 5291 5846.528624
1+1E-3.311224 1+1E-6 1.257153 340000 12164 13252.131547
1+1E-3.612307 1+1E-6 1.847964 500000 17563 19488.428745
1+1E-3.913363 1+1E-6 2.370309 640000 22580 24945.188794
1+1E-4.214407 1+1E-6 2.996955 810000 28464 31571.254568
1+1E-4.515443 1+1E-6 3.072711 830000 29310 32350.791717
1+1E-4.816477 1+1E-6 1.591968 430000 15118 16760.048721
1+1E-5.117508 1+1E-6 6.824203 1840000 64764 71717.417783
1+1E-5.418539 1+1E-6 6.481244 1750000 61443 68209.500609
1+1E-5.719570 1+1E-6 5.374560 1460000 51291 56906.211937
34.8641
