f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-6 0.344048 90000 3233 3507.917174
1+1E-0.187942 1+1E-6 0.113000 30000 1129 1169.305725
1+1E-0.546643 1+1E-6 0.075439 20000 737 779.537150
1+1E-0.875664 1+1E-6 0.113063 30000 1092 1169.305725
1+1E-1.190478 1+1E-6 0.111530 30000 1113 1169.305725
1+1E-1.498346 1+1E-6 0.148899 40000 1409 1559.074300
1+1E-1.802783 1+1E-6 0.148638 40000 1416 1559.074300
1+1E-2.105512 1+1E-6 0.297121 80000 2867 3118.148599
1+1E-2.407391 1+1E-6 0.520615 140000 5000 5456.760049
1+1E-2.708846 1+1E-6 0.557990 150000 5398 5846.528624
1+1E-3.010088 1+1E-6 0.967632 260000 9225 10133.982948
1+1E-3.311224 1+1E-6 1.491031 400000 14183 15590.742996
1+1E-3.612307 1+1E-6 1.378616 370000 13018 14421.437272
1+1E-3.913363 1+1E-6 1.900180 510000 18071 19878.197320
1+1E-4.214407 1+1E-6 3.575507 960000 33709 37417.783191
1+1E-4.515443 1+1E-6 2.568036 690000 24390 26894.031669
1+1E-4.816477 1+1E-6 7.060854 1890000 66396 73666.260658
1+1E-5.117508 1+1E-6 2.546889 680000 24018 26504.263094
1+1E-5.418539 1+1E-6 6.776979 1820000 63861 70937.880633
1+1E-5.719570 1+1E-6 8.461907 2280000 79983 88867.235079
39.1582
