f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-9 0.006144 10000 1982 2000.000000
1+1E-0.187942 1+1E-9 0.006392 10000 1936 2000.000000
1+1E-0.546643 1+1E-9 0.006694 10000 1978 2000.000000
1+1E-0.875664 1+1E-9 0.006592 10000 1969 2000.000000
1+1E-1.190478 1+1E-9 0.006727 10000 1962 2000.000000
1+1E-1.498346 1+1E-9 0.006894 10000 1949 2000.000000
1+1E-1.802783 1+1E-9 0.013826 20000 3940 4000.000000
1+1E-2.105512 1+1E-9 0.006875 10000 1916 2000.000000
1+1E-2.407391 1+1E-9 0.013550 20000 3803 4000.000000
1+1E-2.708846 1+1E-9 0.013803 20000 3801 4000.000000
1+1E-3.010088 1+1E-9 0.020860 30000 5842 6000.000000
1+1E-3.311224 1+1E-9 0.019584 30000 5794 6000.000000
1+1E-3.612307 1+1E-9 0.025941 40000 7621 8000.000000
1+1E-3.913363 1+1E-9 0.025271 40000 7606 8000.000000
1+1E-4.214407 1+1E-9 0.058807 90000 17295 18000.000000
1+1E-4.515443 1+1E-9 0.070127 110000 20994 22000.000000
1+1E-4.816477 1+1E-9 0.087190 120000 22853 24000.000000
1+1E-5.117508 1+1E-9 0.089722 130000 24724 26000.000000
1+1E-5.418539 1+1E-9 0.110113 180000 34453 36000.000000
1+1E-5.719570 1+1E-9 0.112157 180000 34543 36000.000000
1+1E-6.020600 1+1E-9 0.081794 140000 26953 28000.000000
1+1E-6.321630 1+1E-9 0.048374 80000 15257 16000.000000
1+1E-6.622660 1+1E-9 0.185482 310000 59146 62000.000000
1+1E-6.923690 1+1E-9 0.023492 40000 7604 8000.000000
1+1E-7.224720 1+1E-9 0.121631 210000 40109 42000.000000
1+1E-7.525750 1+1E-9 0.041243 70000 13313 14000.000000
1+1E-7.826780 1+1E-9 0.048549 80000 15374 16000.000000
1+1E-8.127810 1+1E-9 0.070292 120000 22853 24000.000000
1+1E-8.428840 1+1E-9 0.099791 170000 32612 34000.000000
1+1E-8.729870 1+1E-9 0.053266 90000 17240 18000.000000
1.48168
