run: 44 | L: 4 | f_final: 1+1E-9 | flatness: 95 | dim: 2D | lattice: SS
Fri Jun 18 15:25:58 2021 | f: 1+1E0.235094/1+1E-9 | sweeps: 10000 | flat time: 0.005612s
Fri Jun 18 15:25:58 2021 | f: 1+1E-0.187942/1+1E-9 | sweeps: 10000 | flat time: 0.005602s
Fri Jun 18 15:25:58 2021 | f: 1+1E-0.546643/1+1E-9 | sweeps: 10000 | flat time: 0.005791s
Fri Jun 18 15:25:58 2021 | f: 1+1E-0.875664/1+1E-9 | sweeps: 10000 | flat time: 0.005886s
Fri Jun 18 15:25:58 2021 | f: 1+1E-1.190478/1+1E-9 | sweeps: 10000 | flat time: 0.005925s
Fri Jun 18 15:25:58 2021 | f: 1+1E-1.498346/1+1E-9 | sweeps: 10000 | flat time: 0.006034s
Fri Jun 18 15:25:58 2021 | f: 1+1E-1.802783/1+1E-9 | sweeps: 10000 | flat time: 0.005939s
Fri Jun 18 15:25:58 2021 | f: 1+1E-2.105512/1+1E-9 | sweeps: 10000 | flat time: 0.006071s
Fri Jun 18 15:25:58 2021 | f: 1+1E-2.407391/1+1E-9 | sweeps: 20000 | flat time: 0.011859s
Fri Jun 18 15:25:58 2021 | f: 1+1E-2.708846/1+1E-9 | sweeps: 20000 | flat time: 0.011791s
Fri Jun 18 15:25:58 2021 | f: 1+1E-3.010088/1+1E-9 | sweeps: 30000 | flat time: 0.017656s
Fri Jun 18 15:25:58 2021 | f: 1+1E-3.311224/1+1E-9 | sweeps: 60000 | flat time: 0.034418s
Fri Jun 18 15:25:58 2021 | f: 1+1E-3.612307/1+1E-9 | sweeps: 80000 | flat time: 0.046447s
Fri Jun 18 15:25:58 2021 | f: 1+1E-3.913363/1+1E-9 | sweeps: 60000 | flat time: 0.035314s
Fri Jun 18 15:25:58 2021 | f: 1+1E-4.214407/1+1E-9 | sweeps: 100000 | flat time: 0.058699s
Fri Jun 18 15:25:58 2021 | f: 1+1E-4.515443/1+1E-9 | sweeps: 190000 | flat time: 0.111026s
Fri Jun 18 15:25:58 2021 | f: 1+1E-4.816477/1+1E-9 | sweeps: 90000 | flat time: 0.055222s
Fri Jun 18 15:25:58 2021 | f: 1+1E-5.117508/1+1E-9 | sweeps: 60000 | flat time: 0.037398s
Fri Jun 18 15:25:59 2021 | f: 1+1E-5.418539/1+1E-9 | sweeps: 140000 | flat time: 0.083099s
Fri Jun 18 15:25:59 2021 | f: 1+1E-5.719570/1+1E-9 | sweeps: 60000 | flat time: 0.036096s
Fri Jun 18 15:25:59 2021 | f: 1+1E-6.020600/1+1E-9 | sweeps: 240000 | flat time: 0.142094s
Fri Jun 18 15:25:59 2021 | f: 1+1E-6.321630/1+1E-9 | sweeps: 140000 | flat time: 0.082470s
Fri Jun 18 15:25:59 2021 | f: 1+1E-6.622660/1+1E-9 | sweeps: 110000 | flat time: 0.063559s
Fri Jun 18 15:25:59 2021 | f: 1+1E-6.923690/1+1E-9 | sweeps: 110000 | flat time: 0.063433s
Fri Jun 18 15:25:59 2021 | f: 1+1E-7.224720/1+1E-9 | sweeps: 100000 | flat time: 0.058716s
Fri Jun 18 15:25:59 2021 | f: 1+1E-7.525750/1+1E-9 | sweeps: 530000 | flat time: 0.308108s
Fri Jun 18 15:25:59 2021 | f: 1+1E-7.826780/1+1E-9 | sweeps: 100000 | flat time: 0.058033s
Fri Jun 18 15:25:59 2021 | f: 1+1E-8.127810/1+1E-9 | sweeps: 160000 | flat time: 0.094241s
Fri Jun 18 15:26:00 2021 | f: 1+1E-8.428840/1+1E-9 | sweeps: 180000 | flat time: 0.138367s
Fri Jun 18 15:26:00 2021 | f: 1+1E-8.729870/1+1E-9 | sweeps: 60000 | flat time: 0.035340s
