run: 51 | L: 4 | f_final: 1+1E-11 | flatness: 95 | dim: 2D | lattice: SS
Fri Jun 18 15:29:41 2021 | f: 1+1E0.235094/1+1E-11 | sweeps: 10000 | flat time: 0.006928s
Fri Jun 18 15:29:41 2021 | f: 1+1E-0.187942/1+1E-11 | sweeps: 10000 | flat time: 0.007098s
Fri Jun 18 15:29:41 2021 | f: 1+1E-0.546643/1+1E-11 | sweeps: 10000 | flat time: 0.007060s
Fri Jun 18 15:29:41 2021 | f: 1+1E-0.875664/1+1E-11 | sweeps: 10000 | flat time: 0.007082s
Fri Jun 18 15:29:41 2021 | f: 1+1E-1.190478/1+1E-11 | sweeps: 10000 | flat time: 0.007759s
Fri Jun 18 15:29:41 2021 | f: 1+1E-1.498346/1+1E-11 | sweeps: 10000 | flat time: 0.007080s
Fri Jun 18 15:29:41 2021 | f: 1+1E-1.802783/1+1E-11 | sweeps: 10000 | flat time: 0.007252s
Fri Jun 18 15:29:41 2021 | f: 1+1E-2.105512/1+1E-11 | sweeps: 30000 | flat time: 0.021794s
Fri Jun 18 15:29:41 2021 | f: 1+1E-2.407391/1+1E-11 | sweeps: 20000 | flat time: 0.015362s
Fri Jun 18 15:29:41 2021 | f: 1+1E-2.708846/1+1E-11 | sweeps: 20000 | flat time: 0.015129s
Fri Jun 18 15:29:41 2021 | f: 1+1E-3.010088/1+1E-11 | sweeps: 50000 | flat time: 0.038489s
Fri Jun 18 15:29:41 2021 | f: 1+1E-3.311224/1+1E-11 | sweeps: 40000 | flat time: 0.030129s
Fri Jun 18 15:29:41 2021 | f: 1+1E-3.612307/1+1E-11 | sweeps: 50000 | flat time: 0.038296s
Fri Jun 18 15:29:41 2021 | f: 1+1E-3.913363/1+1E-11 | sweeps: 120000 | flat time: 0.086131s
Fri Jun 18 15:29:41 2021 | f: 1+1E-4.214407/1+1E-11 | sweeps: 140000 | flat time: 0.103668s
Fri Jun 18 15:29:41 2021 | f: 1+1E-4.515443/1+1E-11 | sweeps: 60000 | flat time: 0.045909s
Fri Jun 18 15:29:41 2021 | f: 1+1E-4.816477/1+1E-11 | sweeps: 50000 | flat time: 0.038325s
Fri Jun 18 15:29:41 2021 | f: 1+1E-5.117508/1+1E-11 | sweeps: 50000 | flat time: 0.037208s
Fri Jun 18 15:29:41 2021 | f: 1+1E-5.418539/1+1E-11 | sweeps: 60000 | flat time: 0.044772s
Fri Jun 18 15:29:41 2021 | f: 1+1E-5.719570/1+1E-11 | sweeps: 250000 | flat time: 0.183331s
Fri Jun 18 15:29:41 2021 | f: 1+1E-6.020600/1+1E-11 | sweeps: 100000 | flat time: 0.074099s
Fri Jun 18 15:29:41 2021 | f: 1+1E-6.321630/1+1E-11 | sweeps: 80000 | flat time: 0.059551s
Fri Jun 18 15:29:42 2021 | f: 1+1E-6.622660/1+1E-11 | sweeps: 110000 | flat time: 0.081833s
Fri Jun 18 15:29:42 2021 | f: 1+1E-6.923690/1+1E-11 | sweeps: 120000 | flat time: 0.090309s
Fri Jun 18 15:29:42 2021 | f: 1+1E-7.224720/1+1E-11 | sweeps: 110000 | flat time: 0.082841s
Fri Jun 18 15:29:42 2021 | f: 1+1E-7.525750/1+1E-11 | sweeps: 170000 | flat time: 0.122841s
Fri Jun 18 15:29:42 2021 | f: 1+1E-7.826780/1+1E-11 | sweeps: 50000 | flat time: 0.037557s
Fri Jun 18 15:29:42 2021 | f: 1+1E-8.127810/1+1E-11 | sweeps: 80000 | flat time: 0.058917s
Fri Jun 18 15:29:42 2021 | f: 1+1E-8.428840/1+1E-11 | sweeps: 130000 | flat time: 0.095636s
Fri Jun 18 15:29:42 2021 | f: 1+1E-8.729870/1+1E-11 | sweeps: 110000 | flat time: 0.082860s
Fri Jun 18 15:29:42 2021 | f: 1+1E-9.030900/1+1E-11 | sweeps: 50000 | flat time: 0.038399s
Fri Jun 18 15:29:42 2021 | f: 1+1E-9.331930/1+1E-11 | sweeps: 130000 | flat time: 0.095108s
Fri Jun 18 15:29:42 2021 | f: 1+1E-9.632960/1+1E-11 | sweeps: 40000 | flat time: 0.029882s
Fri Jun 18 15:29:42 2021 | f: 1+1E-9.933990/1+1E-11 | sweeps: 60000 | flat time: 0.044911s
Fri Jun 18 15:29:42 2021 | f: 1+1E-10.235020/1+1E-11 | sweeps: 130000 | flat time: 0.095016s
Fri Jun 18 15:29:42 2021 | f: 1+1E-10.536050/1+1E-11 | sweeps: 70000 | flat time: 0.049588s
Fri Jun 18 15:29:43 2021 | f: 1+1E-10.837080/1+1E-11 | sweeps: 120000 | flat time: 0.089247s
